,latent_mean_0,latent_mean_1,latent_mean_2,latent_logvar_0,latent_logvar_1,latent_logvar_2,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
142,-2.0820096,-0.17552453,-3.0272088,-1.2435944,-0.067445636,-1.6559255,-1.5331672,1.3526044,-3.1447837
143,-2.3331008,0.94070905,-3.0405312,-0.63501257,-0.20113325,-1.2386103,-2.0293708,0.42987,-2.8154373
144,-1.7578051,-1.2111871,-1.6244639,-3.1083367,-2.0153809,-2.4621055,-1.913916,-1.0255117,-1.5259534
145,-1.2332225,-1.3570986,-1.8909806,-1.9459383,-0.65693736,-2.2264988,-0.65221024,-1.2562778,-2.0550518
146,1.561666,-1.277035,-1.0679619,-0.8060088,-2.0064073,-2.030861,1.1186962,-0.94254804,-1.1750735
147,-1.9907734,0.8133878,-2.8685098,-2.422523,-1.2911934,-1.4938294,-1.6222064,-0.046737075,-2.0509822
148,-1.9014161,0.89610034,-1.6128742,-1.4452827,-1.0905443,-1.7837324,-1.5221274,-0.29592353,-1.8546574
149,1.0233724,-0.9163315,-0.93105614,-0.7506403,-2.6249099,-2.2632325,0.41125107,-0.68108374,-0.6311574
150,0.7553728,-1.7285907,-1.1143867,-1.5091023,-1.3711718,-2.0069656,0.23539591,-2.0194526,-1.1194443
151,1.0272329,-2.1785915,-0.36952636,-1.038841,-1.8750892,-2.3979518,0.0060505867,-2.7040334,-0.4234287
152,2.6249568,-1.9747834,-0.21253404,-1.8056252,-1.3643146,-2.6756704,3.0917993,-2.099935,-0.10299161
153,0.97202796,4.8890123,-2.3290992,-2.482504,-2.3505354,-2.754258,1.1266371,4.8845253,-2.352502
154,1.4833703,1.3225727,-2.1649647,-0.5091096,-0.28429425,-1.3148869,3.102858,1.7807362,-2.0587523
155,0.8896875,-0.90337956,-0.28076932,-1.1536913,-2.3247905,-2.5509677,0.04323542,-0.83324516,-0.08544183
156,0.5230387,2.7566226,-0.38292918,-1.5044733,-0.80190337,-2.4170175,0.241036,0.77747405,-0.69091696
157,0.44937807,1.2123284,0.26672798,-2.057459,-1.7316916,-2.9713256,0.24741095,1.2407492,0.44518554
158,-1.2662494,1.8687518,-1.9328119,-1.4995346,-1.1562301,-1.4993008,-1.9531174,1.908822,-1.4490124
159,1.0603356,0.8631906,-0.5152848,-1.5919309,-1.6772101,-2.3840265,1.1696862,1.1535573,-0.6257062
160,-0.7719095,0.8761489,-1.0482183,-1.0629455,-1.2983793,-2.0735526,-1.2245896,0.11507511,-1.2305454
161,-0.16518813,-0.86484456,-0.81543386,-5.293477,-1.6351403,-2.8973894,-0.33768046,-0.5710429,-0.46752626
162,2.4812732,2.999069,-1.3459395,-0.95379496,-0.8483794,-1.8063858,2.2067575,3.135441,-1.8977737
163,-2.427321,-0.3109905,-2.4621072,-1.7938821,-1.3606167,-1.582464,-2.7863784,0.14162773,-3.7391853
164,-1.0922427,2.0531433,-1.0237232,-1.1507117,-1.0885189,-2.050971,-0.62023103,1.8285182,-0.67889583
165,0.6782941,-0.7270753,-1.7063862,-0.7515607,0.18434912,-1.6383278,0.72578967,-0.33848527,-2.1114326
166,-1.4416337,-1.9096,-1.2002437,-3.612304,-2.32525,-3.3098133,-1.4694387,-1.3713243,-1.0261526
167,0.47561377,-3.670913,-0.5912255,-1.3087454,-1.7125857,-2.6223218,0.8902974,-4.0164576,-0.57119644
168,0.91656023,3.1162908,-2.5923953,-0.37840998,0.29449344,-1.1300329,0.054120243,3.8788009,-2.7480633
169,-2.0878823,2.879428,-3.4332557,-3.5218494,-1.5458946,-1.997588,-1.7821733,3.2817879,-3.367434
170,1.6243088,1.5159943,-0.26352808,-1.7842577,-1.3876017,-2.5110714,1.3073876,1.7505426,-0.08493549
171,-0.8480763,1.1347508,-0.696612,-1.2431757,-1.4094086,-2.264577,-1.6641114,1.723984,-0.68329597
172,2.4836967,1.6068988,-0.8409158,-1.7087996,-1.8052785,-2.2187948,2.1765916,1.5306153,-1.1184545
173,-2.5956898,-0.45347887,-2.7379603,-5.1289763,-3.3831344,-2.849958,-2.6158266,-0.7310363,-2.803215
174,2.3529944,-2.3453271,-0.3889741,-1.4824651,-1.7871996,-2.2632778,2.9967327,-2.8269382,0.13636318
175,1.9833205,0.59437865,-1.5591437,-1.0788363,-1.2627013,-1.8099267,2.138955,0.08243519,-1.1036193
176,-2.0778825,3.346948,-1.9360796,-3.2939003,-1.1546671,-3.2443304,-1.9461569,2.9803965,-1.8499854
177,-2.323537,1.0137157,-1.9241034,-4.960965,-3.7031603,-2.9211698,-2.3165126,0.97126144,-1.9681938
178,-3.216508,-0.15610129,-3.403386,-5.7105656,-4.1164837,-2.6947725,-3.1712904,-0.257642,-3.2661042
179,2.077828,0.7605371,-1.5082166,-1.1310563,-1.3751506,-1.8207167,1.2038524,1.0263184,-1.5184586
180,-2.1794856,-0.71305025,-1.8977638,-1.3410525,-1.6236898,-1.894163,-2.7837172,-0.74058014,-1.8445507
181,0.76991135,0.27931565,-1.4534761,-0.89322364,0.295375,-1.6077319,-0.12787658,-0.17755157,-1.3692431
182,-0.6727177,-0.3874025,-1.7861055,-0.6154771,-1.6157321,-1.8718396,-0.57819766,-0.46289265,-1.8437144
183,-1.7366502,2.946832,-2.3766758,-0.3779645,-0.14367324,-1.5653127,-1.6716342,3.7054744,-2.3930237
184,0.17655104,1.1365218,-1.327928,-1.0654383,-1.6601806,-1.9004776,0.9170373,0.5480889,-1.535603
185,-0.7378826,-1.760385,0.42667633,-1.7648749,-1.802444,-3.0986536,-0.79154056,-1.6373005,0.26945454
186,2.0190504,2.132816,-1.1343592,-1.0089345,-0.07372618,-1.8591796,2.6862946,2.818636,-2.000673
187,-0.28075713,0.68296653,-0.57402277,-1.3001057,-1.2473216,-2.2072027,-0.8056849,0.49216884,-0.2503566
188,0.44276875,0.9560748,-0.6163167,-1.465563,-1.3775901,-2.2395365,0.91409826,0.926017,-0.5606953
189,0.36673898,0.1887002,-2.088049,-0.39823115,-0.89015937,-1.5711545,1.3068274,-0.06909701,-2.5750875
190,1.3610973,5.832495,-2.4540968,-1.1596246,-1.4541012,-1.9339182,1.6077291,6.2653036,-2.4819062
191,-0.7951015,-1.0202487,-2.2946868,-5.3213997,-0.4784956,-2.7868562,-0.85689324,-1.6913347,-2.5254765
192,-0.38538712,0.59969217,-1.3360387,-0.98513716,-1.4010829,-2.0150313,-0.424807,0.73910105,-2.3752139
193,1.8554313,0.2819957,-0.8613516,-1.3181725,-2.0114274,-2.2694268,2.2524934,0.15914586,-0.9409732
194,-0.1845941,0.4822542,-2.9139194,-2.599282,0.48967898,-1.9549032,-0.12940764,0.5762817,-2.9327724
195,-1.6568868,-2.00074,-1.6315938,-2.0108533,-1.8959265,-1.8954003,-2.3493094,-1.3852187,-1.2764772
196,1.2935872,4.4840975,-2.449865,-0.5138879,-0.29672903,-1.3385422,1.789035,5.5845785,-1.7820315
197,-0.307306,2.464917,-0.9853271,-1.3027273,-1.1133296,-2.1095135,0.25770646,2.52606,-1.356484
198,0.42758137,0.93673605,-1.1884891,-1.2811507,-0.88824546,-1.9078,0.32912487,1.5281861,-1.349374
199,0.16139406,-1.1517156,0.12591025,-1.7500806,-0.38516277,-2.8312924,0.44365343,-1.4028684,0.06822584
200,1.6357145,3.8707855,-2.0131662,-0.5147443,-0.48423016,-1.4655926,3.023013,4.828054,-1.3815943
201,1.7802136,-1.9537768,-0.8679395,-1.0341933,-1.6011143,-2.0033348,1.0197555,-2.3111796,-0.66029644
202,-0.82255286,3.957403,-0.7272248,-1.4929589,-1.6009833,-2.8244574,-1.3083246,3.7708328,-0.6938858
203,0.95727843,-2.6945384,-2.2182312,-4.388252,-0.8838953,-2.6764426,1.0682461,-1.1086211,-2.0709257
204,-0.07319182,0.31779188,-0.37943658,-1.459767,-2.0343668,-2.5683787,-0.12308681,0.30297965,-0.25965345
205,0.21507984,0.7234039,-1.8175167,-0.824461,-1.2845473,-1.7377914,0.0127020925,0.70284754,-1.4791082
206,-1.8333497,-0.30776167,-2.102335,-0.87174886,-1.4482448,-1.7310212,-1.4875913,0.081772685,-1.6718954
207,-1.7023749,2.7240427,-2.8251722,-7.69629,-2.5713773,-4.701309,-1.7131656,2.6405559,-2.775347
208,1.2407773,-0.87955874,-1.456021,-0.7112397,-1.5440333,-1.838179,1.4040867,-1.1054099,-1.2269675
209,1.4273586,-3.4900231,-0.79017866,-1.2012398,-1.6810372,-2.2407334,1.0508645,-4.1330943,-0.68412256
210,0.17635173,-1.6084642,-1.23512,-2.5945318,-1.645974,-2.448072,0.5378202,-2.1971152,-1.2998773
211,2.2059472,3.1214578,-1.5421635,-0.8097117,-0.47556257,-1.6548165,1.983295,4.208065,-2.0918357
212,-0.85821813,-1.0731213,-1.6429516,-0.7035354,-1.3899671,-1.781443,-0.35454673,-0.60089064,-1.9749426
213,0.6756752,2.6977806,-2.3531303,-0.3181919,0.045543313,-1.2971482,0.19071656,2.951999,-2.319534
214,-2.059283,3.3080778,-2.629056,-4.6478395,-1.4466337,-3.727304,-1.9628103,3.599136,-2.5557036
215,-0.4438879,-1.266042,-2.1914158,-0.30063653,-1.0319152,-1.4422276,0.03656733,-1.3754624,-3.5319614
216,-2.0731654,3.7536323,-2.4542685,-2.6892145,-1.3119532,-2.8990355,-1.9452407,4.2022114,-2.4642034
217,-1.7340343,0.30219966,-2.5022576,-0.5033127,-0.30667627,-1.3293362,-2.1455505,-0.45471036,-2.9305243
218,0.15698606,-1.0595891,-1.243603,-0.97050893,-2.7980566,-2.1302354,-0.40737247,-1.0588897,-1.7564275
219,-0.27430862,-0.9050712,-1.9498082,-0.3408839,-1.2961093,-1.6360116,-1.4944143,-0.86712945,-1.6758441
220,0.96570605,3.1249192,-0.56629205,-1.2352555,-0.9122658,-2.3023405,1.6477747,3.4649851,-0.51287675
