,latent_mean_0,latent_mean_1,latent_logvar_0,latent_logvar_1,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
242,-0.24999973,0.6350813,-2.9977193,-2.7526135,-0.41400155,0.73992264
243,1.0884962,-0.44773364,-2.1603353,-0.93941593,0.82054555,0.105220616
244,0.8965192,0.4335565,-2.120065,-2.509798,0.37138766,0.5230739
245,0.5358913,-0.32608676,-2.2235641,-1.7477524,0.39280897,-0.22500625
246,-0.34123877,-0.4042281,-3.0229473,-2.3462455,-0.42495933,-0.47481263
247,1.0313566,-0.37391865,-1.9393058,-2.0187752,0.84240437,-0.9926063
248,-1.0107054,2.3626366,-4.875894,-5.444942,-0.97114223,2.3722703
249,1.0151938,0.07573998,-1.8871951,-1.5500004,1.0817347,-0.064700976
250,-0.5414511,-3.5360332,-5.973193,-7.918376,-0.5044095,-3.5400205
251,0.57638025,2.0611339,-2.4323356,-1.6414738,0.7665006,1.8188076
252,0.25955188,-1.0644635,-2.6906571,-2.6035967,0.5718337,-1.4017147
253,-0.14200905,-1.8189689,-2.9137206,-1.2337418,-0.7355989,-1.4714497
254,-0.48687467,0.7815031,-3.17142,-2.99728,-0.3907239,1.116672
255,-0.4648225,0.34644485,-3.0359735,-2.095013,-0.25037238,0.34719256
256,0.30386856,-2.1480074,-2.5709348,-0.46719313,0.6053056,-1.9679617
257,-0.068777174,0.4472674,-3.0065708,-3.3227572,-0.08508463,0.5209864
258,-0.20884404,0.5045577,-2.987193,-2.9195771,-0.2733816,0.41613173
259,0.5103222,-0.5708407,-2.27965,-1.1082196,0.30613214,-1.2502626
260,-0.5402454,-1.2152025,-2.9276214,-1.7265415,-0.5789056,-0.9640333
261,0.6605092,0.16358483,-2.1790442,-1.1289597,0.9017619,-1.0248865
262,-0.5832988,0.93337405,-3.4705362,-4.0378785,-0.9164001,0.9427989
263,0.8862617,0.58413154,-2.176693,-1.3141122,0.82819223,-0.40526307
264,-0.7439797,-1.1429573,-3.4506266,-3.0867,-1.0140674,-1.533391
265,0.023657978,0.8472755,-2.7590795,-2.4561172,0.1281789,0.83210844
266,0.0879986,-1.0147787,-2.5553715,-1.6514941,-0.13566743,-0.9940364
267,0.4294667,-0.04881203,-2.3515286,-1.8931799,0.81860113,0.35758173
268,1.5247661,-1.4064466,-1.7665238,-0.69578576,1.4563756,-0.52864635
269,-0.9629365,-1.4230756,-3.3020334,-2.217831,-0.6707066,-0.67594784
270,-0.29743847,-1.1139063,-2.6878748,-1.4282583,-0.5316467,0.19465387
271,0.53916204,0.42923307,-2.4702044,-3.129908,0.06942627,0.19489641
272,1.9408015,0.34447622,-1.4617639,-0.2419573,2.2369628,0.5721392
273,0.120236546,-1.0902053,-2.703953,-2.524488,-0.15201738,-1.256563
274,0.5306691,-0.29392338,-2.3634052,-2.2017033,1.264382,0.039560527
275,0.7530173,0.20947748,-2.0688362,-1.6451024,1.1730661,0.28246653
276,-0.3925191,0.63799745,-2.8924289,-1.4534466,-0.42142254,0.13660157
277,-0.39799544,0.74428606,-3.0753977,-2.653963,-0.3388836,0.8498828
278,0.38194016,0.6526289,-2.400171,-1.1274862,0.30677336,0.6966832
279,1.4345114,-1.0979661,-1.685889,-0.9411117,2.4025707,-0.5279496
280,-0.80760777,-0.45554817,-3.0909824,-2.3733468,-0.76036435,-0.6673408
281,0.6677499,-2.4595294,-2.8060844,-1.8931137,0.5157107,-2.728529
282,-0.14253125,-0.5792855,-2.9443624,-3.0503652,0.12496656,-0.5107918
283,0.1546568,1.7145193,-2.5385652,-2.1968124,0.28449798,1.118499
284,-1.659891,0.045087934,-7.1580954,-10.481428,-1.6079878,0.04607668
285,-0.49128398,-0.3982085,-2.91931,-1.9982209,-0.27725148,-0.8663975
286,-0.7004868,1.8324952,-3.8692086,-3.1035266,-0.815174,1.9224677
287,0.23781523,2.5053306,-3.345416,-3.1824093,0.19142166,2.716163
288,-0.77654696,-0.15094674,-3.2531178,-2.9563475,-0.5786865,-0.15293093
289,-0.09909555,1.7608471,-3.028717,-1.6159852,0.021930628,2.292829
290,0.070034534,0.37962615,-2.6443415,-1.8697321,0.29646403,0.4516385
291,-0.026589692,-1.9497322,-2.7964334,-0.74311614,0.18119118,-2.24297
292,-0.031063348,1.2980493,-2.6458848,-1.204246,0.5443597,0.66742915
293,-0.27269503,-0.050901055,-2.8623996,-1.9995663,-0.4009086,-0.4771548
294,1.1782982,-0.09480739,-2.011729,-0.40538025,1.1698369,-1.3645229
295,0.7226188,0.3736565,-2.1739185,-2.0739906,0.8648472,0.47265828
296,-0.6108656,-0.49313128,-3.0515118,-2.223495,-0.47835177,-0.115359545
297,-1.5018158,-1.2392057,-3.5215325,-2.7933135,-1.61394,-1.3624296
298,-0.2972239,-1.02892,-3.1634173,-3.0316732,-0.44627166,-1.2469535
299,-0.40961048,0.67438126,-2.9359126,-1.8794904,-0.29661855,-0.06329745
300,2.2568934,0.057677984,-1.3051872,-0.43577015,3.428726,0.059098672
301,0.3439398,-0.5354707,-2.5742018,-2.3807478,0.8469832,-0.9370266
302,-0.27695796,-0.8826797,-2.7105966,-1.2351851,-0.36729524,0.110854805
303,0.75821424,0.35802293,-2.195606,-2.5295658,0.64714104,0.28373957
304,-1.5900158,2.3333454,-6.025055,-7.47054,-1.6753229,2.3399715
305,-0.26909402,0.79096115,-2.9787128,-2.58612,-0.2853452,1.0330086
306,-0.05160144,0.20086634,-2.66461,-1.44256,0.2671278,0.32522273
307,0.7482729,0.80979806,-2.2646835,-1.1090195,0.62603354,1.2580914
308,-0.80122125,-0.18771279,-3.2463264,-2.8953967,-0.6313653,-0.5037872
309,0.26195112,0.19117415,-2.340436,-1.252104,0.059323803,0.9199418
310,0.52912474,0.0033587217,-2.4627485,-1.029162,0.59643894,-0.39994177
311,0.038011998,-1.0808991,-2.7633946,-2.4156675,0.238809,-1.0006583
312,-0.041407257,0.055350423,-2.790073,-2.2568808,0.30181855,0.17930874
313,0.3732696,-0.70361984,-2.2894833,-1.0727283,-0.07038757,-1.0718018
314,0.33804545,-1.2022532,-2.5739532,-2.289318,0.15283509,-1.2069101
315,0.6931796,1.7304074,-2.2820985,-1.8379693,0.7926127,1.2112892
316,-0.60486984,-0.31980336,-3.0405765,-2.396803,-0.88264817,-0.42770454
317,0.31239703,-0.8630719,-2.5888503,-2.13992,-0.06340361,-1.2047741
318,0.53652644,-0.27440453,-2.3530514,-2.3566065,1.0069103,-0.4443558
319,-0.5300641,0.22659898,-3.0892556,-2.8351374,-0.40626368,0.010428637
320,0.8844587,-0.984558,-2.2203846,-1.5539834,1.3503076,-1.2482678
321,1.9827713,0.60794866,-1.476753,-0.40281683,2.1868024,-0.73560965
322,-0.49222788,1.074812,-3.1059184,-2.410398,-0.4379965,1.4405484
323,0.9086324,0.2905528,-2.0536518,-2.2976832,0.47826606,-0.02914095
324,-0.09022722,-1.4592761,-2.7035747,-1.8051744,-0.06533377,-1.4962069
325,-0.108983964,-0.9394282,-2.8933883,-2.4073024,-0.074763544,-1.6783788
326,-0.7110058,2.911175,-4.77733,-5.1020255,-0.69624376,2.964636
327,0.58945763,1.4328648,-2.729217,-1.7446821,0.37102854,1.6167561
328,-0.11698434,-1.8777567,-3.2379947,-1.2630998,-0.41102532,-1.3477473
329,0.78325105,-1.3050646,-2.3289022,-0.78484786,0.26753986,-1.0242391
330,-1.0879475,3.3015141,-6.0660944,-8.086134,-1.1528916,3.3228886
331,-0.19015035,0.40964425,-3.111279,-3.4027314,0.018894777,0.15816632
332,1.0258181,0.90724856,-2.098479,-0.8854768,1.3020284,1.1741905
333,0.11034992,0.06410587,-2.6308584,-2.1713715,-0.0636573,0.3234996
