,latent_mean_0,latent_logvar_0,Gaussian_latent_var_feature_{i}
639,-0.2581016,-2.5112882,-0.17230996
640,0.28994742,-3.6313524,0.4420436
641,-0.44581223,-2.3864546,-0.4343437
642,-0.04166618,-3.0895576,-0.10877931
643,0.75668967,-4.2393227,0.84271663
644,0.41107875,-3.5539212,0.38859177
645,-0.34359908,-2.5326757,-0.0020460188
646,-0.5182616,-1.9538783,-0.315556
647,-0.87197876,-1.9309424,-1.3337188
648,0.37829915,-3.9274368,0.30318984
649,-0.40918243,-2.4405246,-0.5264828
650,0.11897974,-3.006455,0.54718167
651,-1.1142622,-1.6551782,-0.98730755
652,-0.51908606,-2.053245,-1.1445905
653,0.78121126,-4.5902967,0.78418696
654,-1.1756982,-1.8506874,-1.3781608
655,0.670557,-4.834892,0.71588826
656,-1.2974747,-1.7055386,-1.8055307
657,-0.60069215,-2.2018876,-0.9802979
658,0.11110327,-2.7423306,-0.07718247
659,-1.5448312,-1.5568084,-0.9754944
660,-0.17243212,-2.5492563,-0.022427186
661,0.6456546,-4.5348153,0.63552594
662,-0.491014,-2.0555449,-0.07725486
663,0.7942915,-5.244348,0.8595991
664,0.04142624,-3.8785825,0.01206198
665,-1.201491,-1.9006671,-1.8726667
666,-0.22381651,-2.6387868,-0.47984126
667,0.17152879,-3.7338514,0.25553203
668,-0.41636574,-2.5527349,-1.0417757
669,-0.47643715,-2.3623548,-0.25516495
670,1.0680776,-6.4586554,1.0484579
671,0.99256593,-5.838803,0.94862384
672,0.8849622,-5.484124,0.8413697
673,0.9825348,-8.422801,0.996988
674,-0.36735845,-2.0646272,-0.22896105
675,-0.57470715,-2.2456346,-0.3795743
676,-0.6476436,-1.9527847,-0.4113608
677,0.032120943,-2.99471,-0.25810525
678,-1.1228877,-1.8731459,-1.1739382
679,0.3600255,-5.19231,0.38624498
680,-0.6549254,-2.1573448,-0.52501076
681,-0.13809794,-3.1670623,0.10003778
682,0.2141468,-2.8208613,-0.15358552
683,0.34683165,-4.3738837,0.31699514
684,0.13640667,-3.039486,-0.091909185
685,-0.38836884,-2.4123888,-0.64446163
686,-0.7288445,-1.9381846,-0.41416308
687,-0.3718108,-2.190497,-0.033618987
688,-0.6410997,-1.930323,-0.5414323
689,0.33795977,-3.3460212,0.5262644
690,0.57000333,-4.1393394,0.54233825
691,0.37278748,-4.1837754,0.285231
692,0.43805143,-4.332239,0.34246072
693,0.60612273,-4.315859,0.5288672
694,-0.3851251,-2.4882932,-0.794768
695,0.80161166,-5.5146174,0.7662306
696,-1.0490646,-1.8072747,-0.42488652
697,0.0597744,-2.8559418,-0.47147942
698,-0.15788978,-2.3190246,0.040361166
699,1.513473,-6.8418612,1.5459238
700,1.0845759,-5.034727,0.95551836
701,-1.2176741,-1.8108791,-0.9953806
702,-0.4259519,-2.1198382,-0.57264364
703,0.2346785,-3.5222921,0.07947916
704,-1.537912,-1.6247305,-0.7086398
705,1.0347644,-5.734121,1.0720568
706,-2.0146384,-1.3455056,-1.8481809
707,-0.5331823,-2.3650103,-0.0047897696
708,-0.36336464,-2.0980225,-0.83678097
709,0.34606925,-3.2778287,0.277326
710,0.22522938,-3.854765,0.22242104
711,-1.3909091,-1.6513547,-1.5741174
712,-1.1349081,-1.788885,-0.9757614
713,-0.31697384,-2.1997986,0.038187534
714,0.33264524,-3.3941455,-0.07538879
715,0.88246304,-5.1959615,0.7893107
716,-0.44617003,-1.9435104,-0.57754266
717,-0.6042708,-2.0630336,-0.30263826
718,1.368402,-6.192013,1.3025434
719,-0.66637003,-1.9780265,-0.5533808
720,0.21191823,-3.3351164,0.14910692
721,-1.3039753,-1.6077338,-1.3345613
722,-1.0550858,-1.8827783,-1.1445009
723,-0.031235278,-6.2690825,0.049601085
724,-0.032424346,-2.6691504,-0.35367054
725,0.6097163,-5.807753,0.65933466
726,-0.3053344,-2.9626632,-0.31421587
727,0.31712118,-4.763694,0.34129068
728,1.0056766,-4.7344184,1.0612991
729,0.262843,-4.4282327,0.21883038
730,0.35758674,-4.6429343,0.563715
731,0.5325895,-3.7319279,0.46496344
732,-0.4463188,-2.295879,-0.49244055
733,-0.2641306,-2.4499302,0.09137291
734,-0.5782486,-2.7306352,-0.7464855
735,0.3811198,-4.4805155,0.25860813
736,-0.80003643,-2.005406,-0.6834018
737,0.76013386,-5.7972183,0.76642525
738,1.2359085,-5.4198403,1.2238972
739,0.20585954,-3.4415832,0.2100379
740,-0.34406245,-2.5088773,0.098596275
741,0.36722934,-4.229252,0.40142292
742,-0.74790305,-2.5023174,-0.20234358
743,-0.17880774,-2.8084474,0.069133505
744,-0.35799766,-2.4585052,-0.1626787
745,-1.0074004,-1.9234537,-0.3177513
