,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
167,0.1368621,0.6745606,0.13763672,-1.1789569,-2.5072565,-1.1029224,-0.57951045,-1.213003,-0.38415575,0.41560575,0.7260816,-1.3881509
168,0.008136213,-0.0092648715,-0.28292233,-0.9623048,-2.598364,-0.95838183,-0.72311777,-1.2948416,0.038010113,0.86581665,0.08261213,-0.15462917
169,-0.2386927,0.56938946,1.1521473,-0.057941318,-2.878514,-0.9881412,-0.84303117,-1.6031837,0.14373711,-0.12033123,1.766665,0.13323872
170,-0.5169322,-0.80827814,-0.16327113,1.4338881,-3.009231,-0.87687075,-1.1627941,-1.9505897,-0.4808269,-0.6011208,0.43034124,1.6508288
171,0.10621327,-0.44785702,-1.504699,0.15463336,-2.5284905,-0.81825364,-1.0204937,-1.4362293,0.20477888,-0.55293196,-1.082668,0.0018916726
172,-0.2179533,-0.4891404,-1.0275245,1.0429386,-2.7521079,-0.8442375,-1.0860898,-1.7872045,-0.46609014,-1.3506601,-0.3722188,0.59295213
173,0.8667181,-0.5442401,0.016481102,0.18155879,-1.9830753,-0.5932445,-0.6259934,-1.1083131,0.79780275,-0.543377,-0.666553,0.58937013
174,-0.01083082,-1.1241792,0.23746556,0.1904855,-2.6848822,-0.730952,-0.94684047,-1.5192094,-0.07025641,-1.2078902,0.3177206,0.14072916
175,-0.18578774,-0.29646903,-0.6760195,-0.1912951,-2.7408037,-0.8093711,-0.94539034,-1.5161664,-0.21794967,-0.14448345,0.3312257,-0.13562426
176,0.25501138,-0.88046414,-0.6898213,0.32886803,-2.43569,-0.7322638,-0.93127674,-1.3960863,0.5840452,-0.3536657,-0.99174273,0.92817754
177,0.92427033,0.6698965,-0.30202466,0.34797347,-1.9960467,-0.6262133,-0.5994475,-1.109112,0.20158988,-0.9417865,-0.51091886,-0.5310597
178,0.51358503,1.1154532,1.1062424,0.7753488,-2.4273376,-0.7520483,-0.7491243,-1.4193833,-0.08043313,0.6365098,0.5651149,1.2296511
179,-0.041796327,0.12258129,-0.32553726,0.4666332,-2.6508355,-0.83525616,-0.9746152,-1.5853856,-0.011476815,-0.2731458,-0.51028377,0.7451993
180,-0.87131095,0.1451454,-0.387367,0.48110092,-3.1704504,-0.7824968,-1.0500313,-1.8729441,-0.80563354,-0.31621492,-0.1422985,0.39331254
181,-0.09744686,-0.8289005,-0.7398785,0.79538006,-2.6940799,-0.7770567,-1.0590848,-1.6776787,-0.22391373,-0.46691945,-0.72068065,0.38980404
182,0.638869,0.9563358,-1.627466,-0.22347073,-2.21125,-0.90812075,-0.81481516,-1.0975759,0.70884925,0.22822213,-0.61627007,-0.2503753
183,0.6132087,-0.64418846,0.16230458,1.164139,-2.2476563,-0.47653583,-0.8666482,-1.3128359,1.175203,-1.2931647,0.051590756,1.5434935
184,-0.30100316,0.64392245,-0.7491866,1.658715,-2.8693285,-0.8039607,-1.1085472,-1.8794458,-0.097164676,-1.2113233,-0.41599664,2.05839
185,0.70159537,1.7537175,0.25015122,-1.3371795,-2.1871521,-1.2069627,-0.3271227,-0.9765649,0.41731092,1.893012,0.1979774,-0.9029002
186,0.15134281,1.8106189,-0.6379371,-0.19421624,-2.556364,-1.0574594,-0.7944627,-1.3820004,-0.01511462,2.4891837,-0.8496467,0.43432504
187,1.4571793,-0.33749032,0.7443709,0.31279892,-1.6684418,-0.37526184,-0.36617956,-0.8821582,1.4703453,0.07720816,1.0985341,0.36038148
188,0.19452876,1.0159929,-1.2317488,-0.23136844,-2.4916983,-0.97063833,-0.90002817,-1.3240603,0.38445503,2.1937828,-1.713968,-1.0245126
189,0.38712054,-0.30538476,-0.42750198,-0.28045154,-2.306832,-0.8356024,-0.7307024,-1.2363378,0.6352485,-0.06405595,1.0116732,0.105240315
190,0.6479482,-1.9602598,-0.38448232,-1.15284,-2.1964946,-0.735277,-0.63495135,-0.92285126,0.40918198,-1.6202493,-0.90256757,-1.0378402
191,-0.2798195,-0.06210725,-1.4924691,0.12295194,-2.8147156,-0.83804977,-1.1620927,-1.6139692,-0.23110731,-0.035839528,-1.556234,0.8315836
192,0.605769,1.3553438,-1.4168949,-0.6168696,-2.2356787,-1.0123729,-0.75227857,-1.0695966,0.8194549,1.5134782,-2.868548,-0.3082855
193,0.379407,-0.35269642,0.28776568,0.675934,-2.3810241,-0.6943588,-0.86542004,-1.4425197,0.45927933,-0.14341533,0.9173156,1.6645977
194,-0.33580798,0.46687996,0.51593035,0.6606836,-2.887615,-0.92304397,-0.97830415,-1.7347744,-0.30136037,0.92986965,0.45425534,-0.104581
195,-0.2483634,0.5516947,-0.60435873,0.19848916,-2.7851648,-0.9341178,-0.9937551,-1.6263849,-0.36780685,0.6552868,-0.696898,-0.26572594
196,-0.018688142,1.2890621,-1.0972865,-0.40738142,-2.634487,-1.043618,-0.9438883,-1.4047412,0.2663136,1.3963944,-0.95528495,-0.6814122
197,0.31494886,0.047119185,-2.4850726,0.9426984,-2.5093205,-0.78520846,-1.2489867,-1.5128056,-0.32315117,0.29693967,-3.2886164,0.5045916
198,0.08035582,1.5381588,0.7431111,0.5102522,-2.717509,-0.9816511,-0.8584436,-1.563684,0.23815648,2.367404,0.9504134,0.608343
199,0.1751743,-0.92680365,0.14670676,0.05579035,-2.515136,-0.7653135,-0.84155977,-1.4108319,0.14423466,-0.5896621,-0.71022594,-0.2662714
200,0.4203027,0.6433808,0.5445402,1.6700758,-2.4801888,-0.5261166,-0.92290455,-1.4327655,0.11368966,2.2299128,2.0307498,1.8518275
201,0.23887444,-0.07647093,1.4705069,1.956757,-2.6303537,-0.56759953,-0.96038115,-1.4470067,0.33360094,-1.1051744,2.1893735,1.9856938
202,0.40169376,-0.6603795,-1.7359343,-0.45739985,-2.3030834,-0.82580197,-0.9098501,-1.1420413,1.060553,-1.2570884,-1.0665314,-1.107017
203,0.79615,0.48394012,0.17160898,0.38783854,-2.0806627,-0.6364246,-0.61017346,-1.1924999,0.32013178,-0.027912974,0.34983307,0.64338005
204,-0.81471586,-1.4622047,-0.22257155,0.6525553,-3.1704416,-0.71320987,-1.065353,-1.9037981,-0.6356289,-1.6780665,-0.705083,0.8334199
205,0.89885217,-0.055861786,-1.0190823,0.30246025,-1.9843059,-0.57271147,-0.7069578,-1.0814968,0.93167365,0.39502716,-1.3460736,0.9774143
206,-0.5810327,0.12377645,0.5590727,-1.9778477,-3.0840836,-1.0375541,-0.71492314,-1.4290721,-0.7664519,0.4333287,0.7748056,-1.756927
207,0.2069425,-0.16703765,-0.98409075,-1.0350839,-2.445087,-0.9546204,-0.770234,-1.1589324,0.13935155,-2.01679,-1.5833138,-0.9672178
208,-0.0741207,0.20033641,-1.6697314,0.1102733,-2.662316,-0.8584858,-1.129178,-1.499297,-0.31143206,-1.2519015,-1.6354952,-0.4315552
209,-0.1592629,0.97668004,-1.379796,0.5277263,-2.7562456,-0.8446381,-1.1134473,-1.6270897,-0.62397134,0.0715006,-1.6035115,0.42891923
210,-0.01466465,-0.95455843,1.4035497,0.2585615,-2.761396,-0.78990054,-0.8859596,-1.5484319,-0.2584181,-1.1903281,0.38199973,-0.13349602
211,-0.16327554,0.26584417,-1.6700082,-1.3843669,-2.7371907,-1.0080953,-1.0587863,-1.249536,-0.44497246,-0.2341572,-1.8882532,-1.002275
212,-0.0073887706,0.69872135,-1.8681026,-0.9940755,-2.6066697,-1.0515611,-1.0792168,-1.2512798,-0.1124952,0.21085271,-3.3663106,-0.91861945
213,0.70542926,-1.0737709,-0.64781064,-0.1741396,-2.0947948,-0.67494875,-0.7245145,-1.0861881,1.2791321,-0.87017715,-1.0988392,0.47709846
214,0.33586198,-1.6359812,-0.28709203,-1.2798306,-2.4013405,-0.8009168,-0.6746012,-1.0212982,0.101682246,-1.8525188,-0.20594059,-1.299785
215,0.22179729,-0.07050152,-1.1531491,-0.01830212,-2.426354,-0.85746956,-0.884266,-1.3413053,0.11316718,-0.4035247,-1.9788822,-1.2139935
216,0.22489458,1.5351874,1.0137014,0.09808692,-2.6090617,-1.0258482,-0.7225659,-1.4332428,-0.018384174,0.9429353,1.3311948,-0.3520693
217,0.030319154,2.0257428,-1.8539543,-0.8259436,-2.6228614,-1.4355583,-1.034921,-1.3054996,-0.05108901,3.2043757,-1.6686918,-0.9003768
218,1.2966871,0.63206035,0.44322604,-0.4435295,-1.7593219,-0.63462764,-0.29249668,-0.86420166,1.1341522,0.5884225,0.49283478,0.57412124
219,-0.41674197,-0.41494888,-0.25835127,-0.30406296,-2.921671,-0.77883923,-0.9593929,-1.6004319,-0.105754316,0.4710859,-1.0130588,-0.18373087
220,1.7185538,0.069970265,0.19900316,0.40373522,-1.5297823,-0.2858694,-0.31944776,-0.7572133,1.1491907,0.29134256,1.3917685,0.42262506
221,0.56432337,-0.5871807,-0.32948714,-0.61360484,-2.1846087,-0.7956749,-0.63192797,-1.0863448,0.65137947,0.09724951,0.105051845,-0.92981875
222,0.12447041,-0.23706524,-0.5783674,-0.37131596,-2.505078,-0.86253756,-0.81170315,-1.3391473,0.022967912,-0.73582643,-0.24062216,-0.90717447
223,0.18835884,0.62997967,-2.5387423,0.24363713,-2.558418,-0.8417266,-1.2484046,-1.3893614,0.47478703,0.83164096,-1.8714169,0.50201154
224,1.3723464,0.39587885,-0.70560056,0.63700557,-1.7323402,-0.3789866,-0.539876,-0.92594165,1.6574719,0.68088233,-0.29547143,1.2093172
225,-0.03107208,-0.0067632347,0.07989818,0.22832938,-2.6658607,-0.8382606,-0.92240936,-1.5493419,-0.27204663,0.531218,-0.14650813,-0.10419355
226,1.6290281,0.101892754,0.49501532,0.29023194,-1.576159,-0.33466187,-0.30317998,-0.80384743,1.9625483,-0.7176279,0.92580056,0.1815874
227,0.837704,-0.2018121,-0.7476881,1.8681761,-2.1530473,-0.24302256,-0.90001065,-1.2040247,0.97524345,-0.44552284,-1.1583148,2.256219
228,0.46817535,0.8848185,0.3013317,0.26192778,-2.3541386,-0.85646415,-0.703739,-1.3290341,0.09154838,0.6047906,0.21428514,-0.3406759
229,0.22907352,0.45673683,-1.566565,1.3320581,-2.5435953,-0.69792014,-1.0773088,-1.5947007,0.24873751,0.33376434,-1.6112098,1.4797312
230,-0.005693853,1.6364325,-1.4412439,0.048125416,-2.6751678,-0.963045,-1.0513663,-1.4713862,0.45838743,0.8581556,-2.137457,0.64586437
231,-0.23460254,0.7314476,-0.6211507,-0.8719029,-2.7702432,-1.0617332,-0.8815874,-1.438816,-0.54264545,0.8877772,-2.2533445,-1.6340662
232,1.6110463,-0.010541514,0.6178444,0.30974382,-1.5868227,-0.33247206,-0.30595565,-0.8121877,0.4460982,0.66960144,0.5100678,1.4563606
233,-0.08533645,0.2697513,0.8991237,-0.784754,-2.7357461,-0.9788451,-0.6938268,-1.4054201,-0.274313,1.1523231,-0.09054816,-0.53418046
234,1.513387,0.8292898,0.06812006,-0.69772553,-1.6356841,-0.6411554,-0.21960518,-0.7380674,0.4969864,-0.65726745,-0.88700765,-0.13280624
235,-0.6342002,0.23045377,-0.575563,0.62542665,-3.0164652,-0.8226913,-1.0599782,-1.8149753,-1.0443007,1.6818341,-0.64806336,-0.058885098
236,-0.26500392,-1.0559727,0.03723365,1.6189837,-2.8642588,-0.78890383,-1.1312606,-1.7940087,-0.38306656,-1.9803833,-0.31533974,1.2545705
237,0.089288175,-0.93382245,-0.25991017,0.5355778,-2.581239,-0.7248986,-0.98619974,-1.5278966,0.29471588,-0.76104677,1.7092087,0.5609489
238,-0.07991451,0.66049254,-1.4539139,-0.38675487,-2.656272,-0.9797556,-1.0496693,-1.4166684,-0.20136416,1.0975127,-1.6241848,-0.5321021
239,-0.51373243,-1.8478662,0.8464411,-0.19056873,-3.0560973,-0.6546539,-0.97411066,-1.6043868,-0.27365717,-3.5318916,1.344979,0.49113506
240,-0.017673075,-1.1450156,-1.6751294,-0.18296875,-2.6694558,-0.81432927,-1.1105108,-1.4350505,-0.14054176,-0.46297592,-1.4907255,0.004082933
241,-0.022049725,-0.18129854,-0.87697154,0.49419677,-2.6096108,-0.7676637,-1.0080826,-1.565919,-0.07212425,0.63893104,0.14459497,0.38669363
242,0.6838669,0.5726102,1.350677,1.3622948,-2.3294835,-0.4587019,-0.7615639,-1.2950928,0.63265,0.037088096,0.8068041,1.7675245
243,1.0894606,0.71996856,0.8002195,0.7694041,-1.9595567,-0.45563602,-0.5185101,-1.0840783,1.032355,1.8249221,1.774329,-0.12073177
244,1.1791966,0.016336888,-1.0478094,-0.25046825,-1.7951015,-0.5993656,-0.53812134,-0.8962284,0.90806353,0.48263744,-1.3451645,0.48225784
245,-0.3299286,-2.0806947,0.03914982,0.21208832,-2.9126835,-0.67167103,-1.0407362,-1.6306349,-0.4778235,-1.6752905,-0.12764725,0.51556164
246,0.1798647,0.61130255,-0.7275782,0.5229211,-2.5146103,-0.81948566,-0.9122614,-1.4847177,0.09989603,2.065574,-1.9417863,0.70304734
247,-0.25272676,0.044052735,-0.062140405,1.0158172,-2.7959852,-0.8082223,-1.0414447,-1.7400327,-0.66685057,-0.30686504,-0.22979653,0.4906236
248,0.3101523,-0.025676265,-0.23914677,-0.7068413,-2.3701386,-0.9459142,-0.6625566,-1.2005,0.33492127,-0.33910733,-0.35767454,-1.2455785
249,0.35954756,1.101417,0.72499174,-0.6423152,-2.399116,-1.0823393,-0.5371325,-1.2264256,0.06990284,-0.028327584,0.35118487,0.21947819
250,0.5506734,-0.09652047,-0.31951147,2.1114013,-2.3874328,-0.3024779,-1.0139378,-1.3310834,0.6952796,-0.32070023,0.12986875,2.2315922
251,1.0456097,-0.7213681,-0.52833015,0.071267314,-1.8714751,-0.56020516,-0.62279594,-1.0054743,0.97413385,-1.0928653,-1.1363019,-1.247691
252,0.47931427,-0.36157542,-0.8048089,1.7565061,-2.3824143,-0.422381,-1.0199509,-1.4008262,0.54370004,-0.33446372,-0.4747689,1.9515353
253,0.044118047,1.1541214,-1.7032132,-1.124369,-2.571716,-1.2294116,-1.0016842,-1.2258546,-0.16282088,1.2542392,-2.0499885,-1.5231209
254,1.0465884,-0.12699164,0.5652173,-0.23790048,-1.8731467,-0.60702014,-0.4209117,-0.987486,0.9666302,0.012128636,0.53170776,0.622641
255,-0.097292006,1.2898027,-0.40230298,0.59853244,-2.760396,-0.9342085,-0.9828391,-1.6301918,-0.3767652,1.2221292,-0.104518,0.78059626
256,0.7981797,0.11666523,0.32819575,-1.5819532,-2.063264,-1.0027938,-0.31957737,-0.87793064,0.68642676,-0.6044129,-0.90374595,-0.68172723
257,0.6153011,-0.5926119,-0.09319919,-1.1220163,-2.1723657,-0.84211063,-0.51623726,-0.99282235,1.4566697,0.38672167,0.0006858632,-0.93904644
258,0.644406,0.73257273,0.38961,0.3260239,-2.221331,-0.7471091,-0.6441095,-1.2585816,0.71490675,0.21263564,0.92725223,-0.18813553
259,0.42317814,-0.28449208,-0.21716827,-0.8876131,-2.2940671,-0.92722255,-0.61034447,-1.1062187,0.383079,-0.11152735,-1.3207076,0.042853177
260,0.6217702,1.6195854,-0.094986856,0.105676875,-2.2626572,-0.9211688,-0.61220217,-1.2200953,0.962002,0.59281504,-1.1352832,-0.08315319
261,1.4768121,-0.01410751,-0.055641472,-0.992196,-1.6013453,-0.6274148,-0.2358582,-0.69728076,0.99812835,-0.41695917,-1.1339514,-1.2601626
262,0.687066,-1.8217195,-0.075131595,-0.6278752,-2.159798,-0.66218543,-0.6599091,-1.0146209,1.0158226,-2.5517342,-0.20332429,-0.7701494
263,0.1364314,-0.6081967,1.4593911,1.3188545,-2.645778,-0.7138435,-0.94560456,-1.5517795,-0.11190906,-0.14163241,1.3298918,0.8448493
264,0.055050552,-0.36054105,-1.8848815,-0.111376226,-2.5768428,-0.8522469,-1.1148537,-1.400778,-0.49958295,-0.7994031,-1.1007144,-0.07638124
265,0.79073757,-0.81068677,-0.032412708,0.5282571,-2.0510323,-0.5473732,-0.72712004,-1.2033008,0.55710447,0.8978886,-0.5979468,0.13000816
266,0.40308565,0.5272641,0.10419804,-0.37290645,-2.3169534,-0.9734069,-0.6228931,-1.2379425,0.17763594,1.6332265,0.43319175,-1.704648
267,-0.051648498,-0.96144134,-1.451757,-0.9061182,-2.6542075,-0.7629887,-0.97849977,-1.2640109,-0.56413984,-2.4875252,-0.6694435,-1.236837
268,0.57379574,-0.123523965,0.36566395,-0.30576056,-2.1795654,-0.79809624,-0.5780152,-1.1701106,0.9516264,-1.3172749,0.7933705,0.24488884
269,0.05563563,0.14081575,-0.7579065,0.4655339,-2.5656717,-0.79971844,-0.95658565,-1.5296983,-0.13261792,-0.7039292,-0.57454735,0.2566445
270,0.34596908,0.84343284,-0.18743676,-0.28889585,-2.3692985,-0.9871152,-0.66995275,-1.2758304,0.18439762,0.34698382,-0.009955406,0.2352215
271,0.05855596,0.54588825,-0.051106036,-0.14300007,-2.5701213,-0.9785618,-0.8099344,-1.443893,-0.022332534,-0.3392235,-0.5534897,-0.55561507
272,0.015729606,-0.5902334,1.0553124,-1.0682474,-2.6355019,-0.8129181,-0.59498334,-1.28048,-0.38661948,-0.279345,1.1594731,-2.2175963
273,-0.28988814,-1.8080083,-1.4837072,0.07241647,-2.9100595,-0.81018317,-1.2153101,-1.6265723,-0.5370184,-1.4251078,-1.6050631,0.66437733
274,-0.4413044,1.7868581,-0.43606633,-0.46099716,-2.9496017,-1.2708169,-0.98093736,-1.6457819,-0.47387016,1.786178,0.06435007,-1.3636776
275,1.059864,-0.28834325,-1.0826104,1.3270907,-1.974029,-0.30110708,-0.80394906,-1.0612948,1.4813294,-2.2265024,-1.1318389,1.3780656
276,0.20821017,0.16876249,-2.0695133,-0.29095298,-2.4656553,-0.87339735,-1.0830739,-1.2619345,-0.45122898,2.1731493,-3.2459826,-0.7898336
277,-0.008017361,-0.22491364,0.25194138,1.0030895,-2.665141,-0.7997859,-1.0056974,-1.6505976,0.17861043,-0.81663364,1.1370862,0.7889184
278,0.7728061,-0.030890658,1.1647038,0.5374276,-2.1461391,-0.58449936,-0.6252002,-1.2452853,0.8126541,1.2017924,1.4211599,0.76210546
279,1.2029865,-0.24698682,0.6207079,0.33457386,-1.8088998,-0.45945126,-0.46194953,-1.0077708,1.0392071,1.5165604,0.28131607,-0.02285558
280,0.022321403,0.9560334,-2.541851,0.38474667,-2.693306,-0.80269504,-1.3373914,-1.4966893,0.051539317,-0.33948857,-2.359933,0.29806224
281,-0.055637002,0.71672875,-1.1797371,-0.3953725,-2.6333165,-0.99962354,-0.9750172,-1.4153519,-0.2733424,0.77505505,-0.50162727,-0.28997698
282,-0.72703,2.8280056,0.15393871,0.36768597,-3.1683745,-1.2894137,-0.94482875,-1.866645,-0.6800205,2.8285112,0.6042624,0.41132832
283,0.23786014,1.0137606,-0.29885405,-0.3463419,-2.4427624,-1.0225346,-0.6994939,-1.3167043,0.18625253,0.7805281,-0.50599647,0.552347
284,0.10960871,0.46588975,-1.4670026,-0.11957295,-2.533018,-0.9041064,-0.99290764,-1.3703077,0.381737,1.1587288,-1.6410075,-0.5680236
285,-0.036375165,0.557457,1.3744094,0.13580234,-2.7485135,-0.9697989,-0.812043,-1.557138,-0.021988072,0.9444591,1.5775788,0.33149916
286,0.3995846,1.1122259,-0.58474153,0.34857577,-2.3796527,-0.87790614,-0.7817212,-1.3569686,0.71332103,1.156645,-2.209677,-0.46228337
287,0.13782102,-2.0220964,-0.8825324,-0.23064362,-2.5840979,-0.7501223,-0.9808756,-1.326082,0.4289209,-1.8585837,-1.3138527,-0.9700873
288,0.8059873,0.3622148,-0.8966908,0.2007455,-2.0570364,-0.6766066,-0.68980837,-1.1143204,0.5814075,0.29155046,-1.1585153,-0.19158277
289,0.63771814,-0.73636854,0.60831064,0.9230178,-2.2247658,-0.52998805,-0.8064002,-1.3061938,1.0826485,0.2788005,0.8012095,0.63498086
290,1.0119011,0.9272414,-0.7661391,-0.72374576,-1.9462652,-0.8791991,-0.4568216,-0.90766835,1.0561007,1.1992352,0.06659758,-2.125292
291,0.2716033,0.7119083,-1.6801767,0.32196072,-2.4647818,-0.81694484,-1.0084908,-1.3658319,-0.0034359694,0.9094178,-0.36443424,0.3927071
292,0.18933648,0.870579,0.83686763,-0.95434433,-2.5020728,-1.1123146,-0.54055333,-1.2512401,-0.19613981,1.1697105,0.8353477,-0.70084965
293,0.33801466,-0.41358513,0.87334996,-0.9608781,-2.3913455,-0.8816624,-0.51801944,-1.1617436,0.089197144,-0.37599757,1.3889359,-0.8643611
294,0.5905594,-0.31403714,-1.2273355,1.8652658,-2.3394325,-0.4120264,-1.029161,-1.3535998,0.33969402,-3.0534518,-2.1702547,1.4673128
295,0.25354046,-0.398728,-0.9655859,-1.070897,-2.4127748,-0.92492807,-0.74207175,-1.1260884,0.14136274,-1.2802,-0.8013513,-1.194304
296,0.2169345,1.2222346,-0.8960883,-0.5418425,-2.4624057,-1.0597626,-0.79350996,-1.2723476,0.22252502,1.611855,-0.37119424,0.52871937
297,-0.15064055,-0.40353638,-1.8737969,0.6412898,-2.7311573,-0.85317814,-1.2249925,-1.6857886,-0.18952194,-0.9699361,-1.1396985,0.9818078
298,0.10029632,-0.25413853,0.035748184,-0.2036431,-2.5367794,-0.83262885,-0.7896525,-1.4040642,-0.10046412,-0.5532733,0.9741392,0.5435482
299,0.80505055,-0.74938357,0.4367432,0.55107594,-2.05201,-0.53767455,-0.6802744,-1.2073826,0.9651214,0.009745479,-0.33204335,0.77195084
300,-0.66825795,0.24906223,0.03567809,0.23386736,-3.101634,-0.911541,-1.018102,-1.7967503,-0.7861876,0.68979776,0.62381077,0.32472283
301,-0.24567267,2.3867047,-0.30352217,-0.2579562,-2.8936887,-1.3808577,-0.90740454,-1.610756,0.09270385,2.646376,0.17665693,-0.50583273
302,0.70662946,1.0742884,0.4097317,0.016498692,-2.1789727,-0.83377874,-0.54693073,-1.1734082,0.65885663,0.42237633,1.4882784,0.17727777
303,1.097739,0.44553918,-0.66494614,-0.923716,-1.860226,-0.82941175,-0.40996307,-0.8415312,0.8612529,0.9472985,-0.7482239,-0.9033977
304,0.26362568,-1.1951685,-0.82812005,-1.1441966,-2.4259286,-0.8207741,-0.7355782,-1.0851456,0.19872594,-1.322158,-2.0692787,-0.64034575
305,0.1969508,-1.0878459,-0.5368902,-1.2854756,-2.470405,-0.8223481,-0.6963664,-1.096576,-0.09408715,-0.9491918,-0.3093856,-0.24157047
306,0.46999484,-1.0688674,-1.627526,-0.1965084,-2.277657,-0.78985023,-0.91503984,-1.173628,0.72110933,-1.7812138,-1.5523605,0.15360601
307,1.3261023,0.11567472,1.1209173,1.5792959,-1.8885676,-0.17390269,-0.5570844,-0.9603634,1.8839741,-0.527884,1.2704105,2.0862398
308,0.20084912,-1.0599772,-1.1688855,-0.31780732,-2.4738631,-0.7786236,-0.9064723,-1.2758424,0.3498386,-0.7672851,-0.8796628,-0.058636785
309,0.6547083,2.1981757,0.34283894,-0.57085973,-2.2647743,-1.1172138,-0.43236098,-1.1102788,0.006178856,1.6382071,-0.7223894,-0.18614146
310,0.05212009,0.3621605,-1.2982972,-0.5101807,-2.5525045,-0.96827006,-0.9493268,-1.331342,-0.23315707,-0.41221356,-2.5567608,-0.76909816
311,0.7252689,-0.69029367,0.19468516,-0.7631653,-2.0946593,-0.7509827,-0.5147518,-1.0125451,0.5264368,-0.50475657,-0.10083613,-1.1252885
312,0.59129137,0.5275316,-1.2714984,-0.45795757,-2.1987875,-0.9400734,-0.7321936,-1.0896505,0.34821743,0.7309853,-1.6721419,-0.35339624
313,-0.3502197,-1.3883241,0.10998064,-0.27495152,-2.9027634,-0.6637999,-0.9646119,-1.5467327,-0.43292028,-1.5061324,-0.6605075,-0.50073045
314,-0.39889634,-0.6114052,-0.9334515,-0.85218793,-2.9064581,-0.7805371,-0.99573934,-1.4576093,-0.73314583,-1.1587825,-1.6845678,-0.40119687
315,0.14548165,0.81839186,-1.389185,1.263575,-2.5887423,-0.7134369,-1.0587233,-1.6292353,0.16266023,1.8219585,-1.6892599,1.8142653
316,0.8398208,-0.38474822,-0.8061796,-0.7430404,-1.975873,-0.78818,-0.5651461,-0.9551544,1.1151836,-0.75272596,-2.3662271,-1.271147
317,0.059910595,-1.5242077,-1.9409573,0.6686402,-2.6682398,-0.8805102,-1.2693553,-1.6100941,0.30260453,-1.7265775,-2.4509997,0.08034927
318,0.3325745,-0.19192563,-1.9809146,-0.21478485,-2.3705778,-0.8505715,-1.0178914,-1.2255491,0.21296501,0.6712492,-1.7614467,-0.58189756
319,0.7644393,0.675404,0.30178934,0.47819024,-2.134411,-0.65457463,-0.631799,-1.2273138,0.5235802,1.8158302,-0.23005986,0.09913859
320,0.4764697,1.646238,-0.75973684,-0.10906164,-2.3335035,-0.9935846,-0.6946707,-1.2327238,0.5281722,1.4317293,-1.4461951,0.60389286
321,0.9012391,1.748734,-0.13744396,-0.414043,-2.0759506,-0.94056845,-0.43701807,-1.0219538,0.6738809,1.7394013,-0.5807867,-1.0481734
322,1.372997,-0.163166,-0.31556112,1.5397954,-1.7832501,-0.16351095,-0.6392181,-0.9355836,1.0157465,-0.5869311,-0.03495103,1.3368247
323,1.0411279,1.1751181,0.35281032,-0.08538742,-1.9569402,-0.7261764,-0.41174227,-1.0213223,0.6737856,2.291088,-0.21366131,0.44862175
324,0.6540095,0.8340736,-0.42871946,-1.4530026,-2.159031,-1.1274556,-0.46836314,-0.9478529,0.666849,0.83558,-0.41735628,-1.8355008
325,0.6774244,0.34967065,-0.24717194,0.64024574,-2.1568317,-0.60809416,-0.72890353,-1.283897,0.9278536,-0.17040199,0.37930208,0.8633821
326,-0.55569524,-0.17244114,1.8223746,0.0015226752,-3.1137817,-0.87929857,-0.8688643,-1.7219986,-0.6886801,-0.39104584,2.1294506,-0.069649294
327,0.5968445,0.6532536,-0.19005758,0.5672093,-2.2355123,-0.7030554,-0.74128795,-1.3123147,0.001658678,1.288662,0.18309739,-0.0031955242
328,0.38471514,-0.6294908,0.38244265,-0.545279,-2.3436842,-0.80650747,-0.62966025,-1.2050518,0.5729976,-1.1715497,-0.19837004,-1.0619961
329,0.12849039,-1.032562,-0.7103897,0.43586016,-2.546369,-0.7472419,-0.9978926,-1.4843365,0.3573292,-0.045304775,-1.2456028,-0.21286792
330,0.63895077,-0.4693761,0.99664694,0.81909215,-2.2475028,-0.5645633,-0.75826216,-1.3139653,0.22483525,-0.91581213,0.16979003,1.7055151
331,0.87049454,-1.2935096,-0.79543144,0.02396112,-1.9812572,-0.59687364,-0.7353527,-1.0417155,0.97021323,-2.2004688,-0.20803785,0.21192756
332,-0.042934835,-0.26825672,0.06635243,0.620025,-2.675137,-0.7882029,-0.97843754,-1.6070187,0.38040406,-0.23279634,-0.66721916,0.7748188
333,0.6751484,1.3193624,0.47390705,-0.024992436,-2.222444,-0.88819903,-0.5432187,-1.182643,1.1792598,0.06896436,0.71866953,0.91860163
334,-0.24506667,0.9572857,1.0318456,-0.0071853846,-2.8782692,-1.0648123,-0.85181427,-1.6212766,-0.5633751,1.2423153,1.5464199,-0.33783585
335,0.3201443,-0.32565528,1.52508,0.6034804,-2.5116198,-0.7346736,-0.8209518,-1.4830999,0.021384507,-0.5464436,1.7952312,0.47851476
336,0.23339993,0.19734554,0.4762364,-0.104700044,-2.4660492,-0.9155926,-0.7291279,-1.3748446,0.16055474,1.1757902,-0.42060745,0.33857584
337,0.22865355,-0.093599185,-1.1120112,1.8465346,-2.556621,-0.58977365,-1.078829,-1.5580949,0.4144746,-2.5994616,-0.8580928,1.768758
