,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
65,0.7818808,-0.40869433,-1.2741497,0.9639567,-2.123659,-0.48146823,-0.87934625,-1.1936578,0.40989152,-0.95287246,-1.6238635,0.47174892
66,0.39091545,-0.33882934,-0.5849245,-1.3446149,-2.3245625,-0.9625136,-0.59516245,-1.0369378,0.63921285,0.6828527,-0.68099713,-1.0456902
67,-0.059906542,0.50768816,-1.2796929,-0.46793956,-2.6361575,-0.977769,-0.99317783,-1.3962082,-0.24970065,0.6963801,-0.68675375,-0.88282824
68,0.26641768,-0.4696018,-0.038484752,0.3251742,-2.4251642,-0.75592834,-0.8463419,-1.4199383,0.5456104,-0.6900852,-1.1075699,0.60882473
69,0.73074204,-0.21030636,0.11018032,1.5078876,-2.2141886,-0.37330693,-0.8563862,-1.2558997,1.0598433,-0.07091321,0.32912102,0.8502707
70,0.07829195,-0.009869456,-1.5085227,-0.8991148,-2.5456154,-0.9425303,-0.9570061,-1.2287972,0.12538901,0.103091516,-1.6704922,-1.0420765
71,-0.45963353,1.1888764,-0.309956,0.05428025,-2.952139,-1.0997299,-0.98636925,-1.7084703,-0.4311508,1.3138354,-0.6352483,0.116250336
72,0.7426973,0.29288375,0.14748329,0.81911963,-2.1420214,-0.5401828,-0.72098947,-1.270139,1.4928485,0.199202,-1.5497634,0.6551022
73,-0.00087082386,1.576174,0.382119,0.8426936,-2.7565126,-0.94814265,-0.93282163,-1.6378253,-0.0040614707,1.4943645,0.8492273,0.7166854
74,0.42026585,0.90825,-0.36556536,0.13952205,-2.3418884,-0.90450156,-0.728457,-1.3150172,0.9567605,1.1077257,-0.4416797,-0.034359217
75,-0.35398304,-1.3396883,-0.24338204,1.0111264,-2.915,-0.79692125,-1.1115087,-1.8181887,-0.43674886,-1.5802308,-0.24989918,0.8157222
76,-0.07120961,-1.770868,-1.0911479,0.17362748,-2.7451525,-0.7814481,-1.1010882,-1.5385313,0.0054038465,-1.5224255,-0.75091326,-0.0021512955
77,0.98426944,0.6697671,-0.19781739,0.8549326,-1.9791925,-0.47816712,-0.633599,-1.1489697,0.4428141,-0.6135414,-0.26045933,1.4880509
78,0.6689752,-0.41458338,-0.24309951,1.1117105,-2.1876807,-0.4607687,-0.83710504,-1.2802525,1.277878,-0.60312796,-0.97643054,1.8564129
79,-1.0912759,0.2277517,-1.5083351,1.134902,-3.191389,-0.6798682,-1.187723,-2.0896974,-1.0038846,-0.77223265,-1.9675843,1.9381822
80,0.9522602,0.38218224,0.78204626,0.43207717,-1.9962729,-0.5462984,-0.52940047,-1.1394669,1.4401648,-0.008809686,1.2860869,1.0947964
81,-0.5560025,0.31282836,0.29072398,0.29477474,-3.039653,-0.92954147,-0.9953623,-1.7677481,-0.9443463,0.6887841,-0.044075012,-0.21036926
82,-0.058865726,-2.011692,-1.2931039,-0.4353183,-2.734047,-0.7774706,-1.0625136,-1.3821653,0.42179635,-1.2999547,-1.8044525,-1.549577
83,-0.11719364,-0.11666818,-0.9719768,0.21081653,-2.6798444,-0.8039786,-1.0044569,-1.5529606,-0.08224513,-0.39777672,-1.2045188,0.09092419
84,2.0986373,0.18283473,-0.12307054,0.03977163,-1.3004603,-0.24208456,-0.17393285,-0.56182927,2.526029,-0.086442366,0.16615665,0.12166255
85,-0.034971,-0.9006167,-0.9816726,-0.3159902,-2.6433208,-0.75471354,-0.9445456,-1.3975178,-0.29916507,-0.89294046,-1.9427153,-0.52147454
86,0.19254386,-1.1389388,0.2333712,-0.09089841,-2.5071607,-0.7583077,-0.81310374,-1.3750242,0.65031433,-1.8716321,-0.017312407,-0.46408492
87,-0.2558167,-0.6972911,0.2730853,-0.24143331,-2.8387341,-0.7455123,-0.9168978,-1.5484393,0.1702196,0.22782522,0.058570787,-0.43117732
88,1.2167108,-0.56957304,0.38655466,-0.9879467,-1.7539227,-0.66061735,-0.30242592,-0.7987159,0.93596345,-1.2659245,0.1225664,-0.54840755
89,0.7523009,1.5347497,0.66023284,-0.07253927,-2.1895735,-0.8936362,-0.48889145,-1.1417059,0.78921443,1.8375301,0.6625852,-0.38526314
90,-0.10218811,0.15373944,-0.091119885,1.2102154,-2.726877,-0.77035105,-1.0405252,-1.70927,-0.08766411,-1.2303903,-0.48170507,1.6397831
91,0.3925205,-0.56000155,-0.22281331,0.1827153,-2.3176484,-0.7345304,-0.7958623,-1.3266953,0.7090686,0.56487733,-0.30406308,-1.0551592
92,0.9072179,0.15853564,0.24404925,1.585855,-2.11756,-0.31508183,-0.77770793,-1.1768894,0.84080493,-0.120799735,0.46214515,1.1507792
93,-0.2183002,-0.4295491,-0.6567611,-0.31854415,-2.7692916,-0.79771316,-0.9408623,-1.5053232,0.18301511,-0.8414124,-0.31848747,-0.79073036
94,1.0168865,-0.5881782,-0.77872306,0.98382634,-1.9643574,-0.3842251,-0.76665735,-1.0771637,0.77129894,-1.3667725,0.3643766,0.82696706
95,0.9473439,0.5525348,-1.0565429,-0.2982595,-1.9664686,-0.7658044,-0.58339953,-0.9828904,1.6298802,0.7178037,-0.014657021,0.042229474
96,-0.44224507,-0.7236756,0.075467646,1.2086791,-2.964842,-0.8136302,-1.1095781,-1.8610263,-0.7717036,-0.5035993,-0.22969571,1.321599
97,1.3218946,0.0004952997,0.6727063,1.4143087,-1.8407787,-0.20603687,-0.5599276,-0.96520734,1.4110953,-0.19838251,1.9959826,1.006316
98,0.2299962,-0.14183946,-0.45377272,0.2062796,-2.421661,-0.81720746,-0.8446569,-1.4059511,-0.070914716,0.77319056,-0.7883254,0.099392004
99,-0.21327913,1.5386065,-1.492779,-0.1339551,-2.7887983,-0.95762724,-1.1317433,-1.5217245,-0.61372495,1.2453642,-0.91948533,-0.30873173
100,0.8086104,-0.6671608,0.21959704,0.066416994,-2.0150793,-0.62992597,-0.61282754,-1.1202679,1.4398878,-0.28230587,1.0051006,0.83295435
101,1.2003715,0.7546877,0.3095562,-0.1536481,-1.8289751,-0.6251075,-0.37334803,-0.94283915,0.785029,-1.5360086,0.6945065,-1.1965767
102,1.2103896,-0.08136098,0.30909652,0.17961358,-1.7962023,-0.4941752,-0.46052006,-0.9910464,1.1385902,-1.5052295,0.31814727,-0.25781643
103,-0.48045766,-0.116536155,-1.4175186,-0.7109759,-2.960855,-0.8046752,-1.1618953,-1.5162072,-0.71886325,0.03024143,-1.8602555,-0.8724128
104,0.93952245,-0.7032457,0.47597998,-0.4899512,-1.9430803,-0.6563151,-0.4639598,-0.98106825,0.9209152,-0.4850425,-0.086969376,0.0075380206
105,0.14396763,0.09685941,-1.6923769,0.11557032,-2.5126388,-0.83126646,-1.0466833,-1.3894686,0.23733085,-0.21452041,-1.7337152,-0.6580756
106,2.0169427,-0.08400254,0.2054345,0.12909396,-1.3497936,-0.2403439,-0.19497392,-0.6021035,1.9599824,-0.14527243,0.056158364,-0.12639691
107,0.09116942,0.32957822,-0.7027474,0.79256874,-2.5869467,-0.75691926,-1.0025984,-1.5731995,0.40285867,-0.8583726,-0.83857226,0.5729877
108,0.3901255,-1.4616698,-0.24794513,-0.33139896,-2.3630848,-0.7279924,-0.78699607,-1.2104843,0.38816276,-0.9952724,1.1511893,-0.98619336
109,-0.5597006,0.029781893,-0.4164592,0.846101,-2.9856951,-0.8262485,-1.0715107,-1.8407485,-0.5319743,-1.5134242,-0.15048835,0.5275154
110,0.5897564,0.11360203,0.51060504,2.073881,-2.3886976,-0.33063126,-0.9449245,-1.3054,0.19338882,-0.26101434,-0.09637302,1.2809165
111,0.30440408,1.0090673,-0.67435056,-0.3073653,-2.3977711,-1.0074564,-0.72405386,-1.2793083,0.24201415,1.3473763,-0.64192116,-1.0190008
112,0.7424411,0.6977682,-0.18130285,-0.9852595,-2.101997,-1.0141345,-0.45198244,-0.98706025,1.4236131,0.20122182,0.19041127,-0.49405268
113,0.028468668,-0.29255372,-0.5077756,1.121596,-2.6275291,-0.7453671,-1.0523853,-1.6538886,-0.09745972,0.06613743,0.3342377,0.8054663
114,0.6802489,-0.09446068,-1.0959771,1.5906307,-2.2424698,-0.3901527,-0.94580173,-1.2836223,0.50829613,0.7682766,0.54008806,1.9903748
115,1.3858614,-0.4252497,-1.6048484,0.89065534,-1.7536167,-0.29771656,-0.7066351,-0.8672373,1.3446361,-0.27802357,-1.4127884,0.21876228
116,0.4798476,1.1782516,-1.1285527,-0.49041665,-2.2965782,-1.0157278,-0.7461554,-1.1441164,0.4226858,1.8924878,-0.97219133,0.7250346
117,1.041089,0.55515885,-0.21702999,1.0448391,-1.9504244,-0.3977705,-0.63970745,-1.1183211,1.2478273,1.3537662,-1.0336826,0.9309119
118,0.15614182,-0.8181761,-0.42574066,-0.1653833,-2.5065265,-0.77770936,-0.85231346,-1.3584784,0.33324042,-0.40774652,-1.3546855,-0.11502757
119,0.6136469,0.48984712,-0.49812138,0.51375616,-2.2037358,-0.68284065,-0.7479758,-1.2825638,0.7286439,0.4006182,0.32005095,1.6427962
120,1.1911807,0.06193687,-0.2814899,-0.24988,-1.7880814,-0.5858228,-0.45243582,-0.912904,1.067603,-0.11638175,-1.5714169,-0.06505598
121,0.64708704,1.5522853,-1.1351213,-1.0877327,-2.2127507,-1.1587932,-0.641395,-1.0005058,0.3285634,0.4498309,-0.49522924,-1.2544179
122,0.6282057,-0.62198573,-0.07335824,-0.031372115,-2.1403213,-0.69817054,-0.67958766,-1.1789529,1.1417716,-1.3624341,-0.63178414,-0.51458526
123,0.16195506,-1.307615,0.21452862,0.09972963,-2.5445147,-0.7306417,-0.87242085,-1.420558,-0.07032171,-0.9693283,-1.0057254,-0.3288877
124,-0.019297123,-0.10133611,-0.34352785,-1.7923728,-2.640115,-1.0144322,-0.6759275,-1.1364554,0.10410172,-0.22396144,-0.7576257,-2.4656289
125,0.3790033,-0.3029515,1.7445135,1.330849,-2.5148668,-0.60020936,-0.8557937,-1.4301155,0.82170117,-0.16969179,0.9780019,0.91723245
126,-0.02050817,-0.27804762,-0.8805347,-1.4716322,-2.6273599,-0.95803654,-0.80109966,-1.1840341,0.16972294,-1.5245984,0.35071355,-2.7862444
127,0.053030908,-1.4797083,-0.17549461,0.6522163,-2.6419559,-0.6955762,-1.0443716,-1.5682787,0.27279183,-1.7864169,-0.012539223,0.3306513
128,-1.085979,-0.6303839,0.5538561,0.20476955,-3.3199036,-0.6834677,-1.0681343,-1.8587862,-1.2380488,-0.3651289,0.764078,0.107646555
129,0.5302139,0.3200912,-0.56049293,0.04261128,-2.2313228,-0.81488633,-0.7203649,-1.2313554,0.91878784,-0.41020447,0.022101998,0.07907607
130,0.2566102,0.3014003,-0.48043025,0.37468582,-2.4358907,-0.82070017,-0.85028595,-1.4271542,0.1969133,0.2739683,-0.81189096,0.3832648
131,0.34682494,-0.13476594,-0.4413337,-0.061865583,-2.3329425,-0.84407586,-0.7686481,-1.3000832,0.39602688,-0.21860777,-1.1589872,0.048713803
132,-0.124566644,-0.016572312,-2.3556798,-0.56296414,-2.707644,-0.87394065,-1.2663996,-1.3684225,0.28218794,0.98751146,-2.5869203,-0.7820465
133,0.119504154,1.8282815,-2.1418114,-0.640498,-2.581015,-1.2853303,-1.0899084,-1.2749141,0.585845,1.5563228,-1.4972417,-0.40081006
134,0.70569366,-1.4843272,-1.4209881,-0.042611495,-2.114251,-0.6752299,-0.85001606,-1.090247,0.39034835,-1.5243025,-1.1907498,0.19852047
135,0.7222592,-1.4254586,0.199166,-0.500308,-2.1228187,-0.66090745,-0.61040103,-1.0421948,0.30918485,-1.6859947,0.0070144385,0.047754347
136,-0.53402996,1.0888599,-0.4957863,0.40481472,-2.9734106,-0.99711335,-1.0251822,-1.7602998,-0.76917166,1.2055638,-0.38898137,0.20859906
137,-0.050983906,0.17398806,0.83755046,-0.7464264,-2.7038155,-0.9581381,-0.6926076,-1.3941149,-0.13125269,0.9579936,1.2486628,-1.9071743
138,0.45616978,-0.8758597,-1.5087729,0.6107783,-2.3262331,-0.73162323,-0.99008405,-1.3652732,0.50185186,-1.0339062,-1.911485,0.91331196
139,0.072297156,1.2491848,-0.9355412,0.5088861,-2.6233966,-0.8853214,-0.94959706,-1.5320704,0.42631042,0.9090082,-1.4117217,1.8604813
140,-0.04535818,-0.8124152,0.59174186,0.2629736,-2.7276807,-0.77220523,-0.94031477,-1.5591656,-0.09387827,-1.3794239,1.4162254,-0.016098827
141,1.0668612,-0.014965877,-0.57898134,0.7095497,-1.9072126,-0.44522503,-0.66202474,-1.066542,1.4942033,0.013965916,-1.5125206,0.74526966
142,-0.17037487,0.48359227,-1.6540372,0.29459977,-2.7477005,-0.85042036,-1.1773453,-1.5834701,0.21694297,0.04144126,-1.7957654,-0.31798398
143,0.28840017,0.86324567,-0.7683572,-1.484307,-2.397132,-1.1548345,-0.6859019,-1.0756787,0.6046201,1.3939564,0.17729646,-1.68431
144,0.4907598,-0.6212042,0.18144828,-0.0017375499,-2.2520647,-0.7200747,-0.7010988,-1.2578182,-0.2942224,-0.21069866,-0.7904342,0.60682154
145,0.61188453,1.2123107,-0.25922567,0.25182146,-2.239356,-0.8401395,-0.66234237,-1.2472072,0.14667237,0.8275527,0.2979045,-1.0934377
146,0.64908415,0.48337907,0.24173063,0.91362953,-2.236052,-0.5756539,-0.76832294,-1.3358779,0.68710446,1.8231475,1.872462,0.43036863
147,-0.15271914,-1.412933,0.3137023,0.23013021,-2.7941709,-0.69545364,-0.9927053,-1.5669776,-0.034255736,-0.071475744,-0.28670132,0.037396327
148,-0.78547657,-0.17333548,0.09757763,1.0693257,-3.1383243,-0.83538103,-1.1539743,-1.9343381,-0.6771206,0.2910322,-0.46270472,0.77333504
149,0.31277013,0.1896406,-1.1548746,0.62434447,-2.4131808,-0.7302571,-0.9378691,-1.4174564,0.16581134,-0.74874455,-0.972828,0.7830142
150,0.77707785,-0.8809009,0.90870315,0.24892548,-2.0813487,-0.58734876,-0.61429083,-1.1863605,0.9632186,-1.1057272,0.5122723,0.5900979
151,-0.24179679,-0.36783516,-0.7374427,-0.922003,-2.7877817,-0.8659946,-0.889029,-1.3944073,-0.45276225,-0.0571301,-1.1941994,-1.0305625
152,0.5427646,1.639,0.58833164,-0.35746872,-2.3252156,-1.0482914,-0.51670057,-1.1882279,0.6520668,1.589101,-0.66433924,-0.1714735
153,0.54811376,1.0606135,0.78364414,0.72180134,-2.3738887,-0.7423281,-0.74007535,-1.3860211,0.9839879,0.8549945,0.3914532,0.8648817
154,-0.12239045,0.038322166,-1.075809,-0.32742172,-2.687072,-0.8857446,-0.9719713,-1.4514576,0.048823357,-0.73649174,-0.39474684,0.565337
155,0.5111416,0.1264881,0.8893581,-0.5881769,-2.2490563,-0.90077525,-0.49811327,-1.1616831,0.5191831,-0.039759994,0.93173647,-0.7346718
156,0.45294517,0.3929367,-1.6601014,0.0047228336,-2.3138866,-0.8423991,-0.9090767,-1.2161136,0.3798129,0.8591944,-2.0341425,-0.6076858
157,0.82984537,0.60455275,-0.22402686,0.21534497,-2.0519195,-0.68625104,-0.6045662,-1.1319449,0.027278721,0.7094651,-1.0286529,-1.1835289
158,0.27977592,0.146062,1.098453,1.4968662,-2.5666559,-0.6291212,-0.9195417,-1.4905765,0.86094916,0.58794326,1.6918364,2.4379606
159,0.04845947,-0.26330256,1.0395453,-1.1215835,-2.6183167,-0.90180653,-0.5708212,-1.2713177,0.53588665,0.08527714,0.06759864,-0.5446298
160,0.2034865,1.138909,0.45365912,-1.3015954,-2.4612684,-1.1962442,-0.48876002,-1.1732123,0.41594905,1.7785065,0.2775554,-1.2949995
161,0.53389114,-1.2654958,-0.6771588,-0.32058036,-2.2365491,-0.7186773,-0.7720537,-1.1338104,0.63719004,-1.6468834,-0.45949358,0.39229858
162,1.1245165,0.5771131,-1.7795875,0.2874506,-1.8972986,-0.56597394,-0.7167557,-0.9786964,1.2769185,-0.15733689,-1.5023937,-0.31654537
163,-0.5920955,1.365568,-1.006069,0.19875358,-2.982827,-0.9503703,-1.088166,-1.7300515,-0.3619064,1.5508163,-1.2888992,0.5262198
164,0.04943031,-0.29690313,1.0080111,-0.44931358,-2.6426826,-0.8479042,-0.7146406,-1.4001966,0.045531813,-0.34417745,1.1809568,-1.0528119
165,-0.40050647,0.5726188,-2.1202369,-0.90371656,-2.8798938,-0.8593842,-1.2951875,-1.4093752,0.25139144,-0.2719854,-2.6151261,-1.2950733
166,-0.39836943,1.1414474,-0.8192695,0.49384832,-2.900478,-0.9422589,-1.0379833,-1.7136364,-0.6147301,0.9631175,0.2945754,-0.07903004
