,latent_mean_0,latent_mean_1,latent_mean_2,latent_logvar_0,latent_logvar_1,latent_logvar_2,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
108,-0.050564855,-2.7443497,0.020421904,-3.78391,-3.0041409,-0.0848003,-0.25152424,-3.132696,-0.66768384
109,-1.2697856,1.075142,0.038205087,-1.7283018,-0.83844763,-0.029518554,-1.0167149,1.6428677,0.4230825
110,1.4628155,-0.89362806,-0.027525563,-3.586192,-2.3090086,-0.03971985,1.3417797,-1.1128098,-1.5576361
111,0.11171831,0.72316563,0.003343204,-2.750654,-1.4819813,0.0038994406,0.023125567,1.0777136,0.91984844
112,0.03754559,-0.902906,-0.012452197,-2.8575444,-1.761039,-0.035862435,0.19615538,-1.0706968,-0.18617325
113,0.102630466,1.6951079,0.032109696,-2.7862985,-2.584507,0.03552023,0.24742794,1.8561976,1.4798017
114,-0.16324306,0.8067429,0.008804215,-2.5106304,-1.3387947,-0.0005174405,-0.112567544,0.109466374,-1.0521603
115,-0.72646093,0.12737906,0.0223337,-2.1716425,-1.1699855,-0.032391876,-1.1308552,-0.2829386,0.7990015
116,-0.4669736,-1.3889966,0.018363863,-2.5232737,-1.3941054,-0.055407114,-0.0802719,-0.87318605,0.21119879
117,0.48759466,-1.3921459,-0.034243785,-3.1121306,-2.2113018,-0.0066460124,0.4151101,-1.9643843,0.9947551
118,0.8492968,1.7209578,0.02043625,-3.7154531,-2.59586,0.006691023,1.0194619,1.5356667,-0.35229242
119,0.6405977,1.57587,0.022908736,-3.1994827,-2.844221,0.031637155,0.81036097,1.6437703,0.1848747
120,0.72872293,-0.49250275,-0.03181137,-3.2399213,-1.9301302,0.0044370075,0.6813033,-0.63214886,0.64679503
121,-0.824525,-1.335392,0.04092799,-2.2401438,-1.1458439,-0.07419671,-0.5259824,-1.6958975,1.0507809
122,0.60732424,-0.31024748,-0.026266437,-3.1787703,-1.878859,0.0058368235,0.66813344,-0.12993471,-0.3910994
123,0.825948,-1.6130505,-0.045612544,-3.4008331,-2.4565904,-0.0049815555,0.6199444,-1.650853,-1.2115337
124,-0.5765008,-0.42612463,0.016377568,-2.3429558,-1.2891631,-0.03590684,-0.6916182,-0.72787225,0.2088252
125,0.0409061,1.5850646,0.027809009,-2.7363236,-2.2181654,0.02802394,0.34691882,1.9022326,-2.003582
126,-0.3591317,-0.016727567,0.0029233159,-2.3919451,-1.3572053,-0.02533623,-0.4260606,-0.7124627,-0.49631736
127,0.6445702,1.74179,0.028081015,-3.3544278,-3.0663388,0.02852897,0.6851214,1.6971993,-0.011444852
128,-0.19453311,1.4158589,0.020566024,-2.5255024,-1.3619694,0.007428521,-0.616258,1.3797415,-0.21519575
129,-0.19375533,-0.39694542,-0.0039765425,-2.5664537,-1.4989583,-0.028134296,0.26056302,-1.1630406,-2.4999897
130,-1.4214039,0.04276651,0.054805428,-1.7774982,-0.87661237,-0.058526173,-0.8587138,-0.7674207,-0.37102062
131,0.15501265,0.6046884,0.0012239362,-2.8004756,-1.5324566,0.0014896584,0.14809787,1.4176092,-0.54441154
132,-1.2547598,0.5339454,0.044106968,-1.8527114,-0.9469682,-0.038574435,-1.4287355,0.044293433,0.8673253
133,-0.9602206,0.652653,0.032961052,-1.9601231,-1.0133772,-0.03127651,-0.56680644,1.2395747,0.10913476
134,0.43064246,1.5922973,0.025279243,-3.0376651,-2.665475,0.03132897,0.2537642,1.2539738,8.690171e-05
135,-0.3033926,-0.6588481,0.00262846,-2.5347457,-1.4486655,-0.0328783,0.17988923,-0.9493084,0.5575087
136,1.208865,0.04878974,-0.017994974,-3.421484,-1.9166267,-0.023258902,1.3320909,0.745222,0.54020876
137,-0.514639,-0.5548759,0.01352436,-2.3972447,-1.3297215,-0.03606941,-1.2110983,-0.9409603,0.495607
138,0.2363404,1.0273104,0.0072698235,-2.8578048,-1.552325,0.0089348275,0.08858305,0.6241851,0.6782149
139,-0.07842177,1.2262374,0.015605752,-2.6195202,-1.4149237,0.009393815,0.27757612,1.9921789,-0.1255252
140,-0.91040385,-1.268523,0.045558374,-2.168346,-1.085757,-0.076657794,-0.50569165,-1.4588561,-0.2513649
141,-0.99315894,0.98028904,0.03283243,-1.8914484,-0.9742627,-0.02773271,-0.6706246,1.2075267,-0.080543004
142,-0.8689914,2.2533855,0.032937072,-2.2611322,-1.0825871,-0.098308384,-1.074834,2.7354596,0.23047006
143,-1.7118719,-0.31442404,0.078287184,-1.6051908,-0.7227365,-0.08429131,-1.3554407,-0.30085877,-0.43569338
144,0.009005249,0.35371867,-0.00030370615,-2.6844256,-1.4906441,-0.006746678,0.056120213,-0.12967703,-0.15363519
145,0.59630096,-1.3400443,-0.038326412,-3.1618102,-2.183294,-0.0048796176,0.4602613,-1.4254928,0.7154447
146,0.65205526,0.7263778,-0.0042936523,-3.1617389,-1.7360394,0.0039039482,0.8709729,0.3068407,-1.9257343
147,0.16292375,1.325758,0.0153135415,-2.8109488,-1.6663941,0.015304785,0.19535357,2.3966436,0.41147345
148,-0.079784065,-0.6081025,-0.008349586,-2.7018054,-1.6224742,-0.031303,-0.13675134,-0.24264643,0.07423863
149,-0.23049119,-1.0935202,0.0013763895,-2.6847816,-1.5718216,-0.039925467,-0.2466473,-1.6486003,0.4530283
150,-0.98918235,1.2547784,0.029136423,-1.8398111,-0.9337789,-0.02305902,-0.4945828,0.96539223,0.9515592
151,0.2989921,2.107724,0.042310152,-3.2792652,-3.3030646,0.03049474,0.1352872,2.534775,-0.015305962
152,1.001967,0.7938677,-0.0056421794,-3.3043594,-1.7739253,-0.00517209,0.9324429,0.91831905,0.7197104
153,0.071440265,-0.30152792,-0.009576608,-2.8017166,-1.6704285,-0.022626044,0.27577847,-0.42162666,-0.8588324
154,-1.7716975,-1.0114195,0.11892761,-1.5902426,-0.6652304,-0.12303643,-1.2257665,-1.0312573,0.36934268
155,-2.1675196,-0.69134814,0.1436112,-1.3319489,-0.40330386,-0.1270831,-3.9215746,-0.556887,-1.5415812
156,-0.082481,-1.760659,4.0679704e-05,-2.9272888,-1.8393054,-0.048071884,-0.18887635,-2.2504377,1.6153536
157,-0.63082963,-0.6902167,0.02051545,-2.3532016,-1.2824557,-0.041114084,-0.08835441,-1.019237,0.9096303
158,0.17384422,1.1399624,0.0102590015,-2.8128088,-1.5257137,0.01061579,0.4252935,0.10446453,0.6015499
159,-0.4440621,1.5690209,0.02473531,-2.2773457,-1.1661187,0.0013717222,-0.022605509,1.4651452,-0.45803675
160,-1.2027537,0.3281957,0.044464424,-1.890383,-0.9572321,-0.04221916,-1.2193164,1.3535134,-0.10816769
161,-0.37677777,1.2687784,0.021151796,-2.3636005,-1.2904365,-0.0037046461,-0.30428723,0.8911431,-2.485893
162,0.28756657,-1.9215205,-0.01220034,-3.1351988,-2.317411,-0.02709194,0.027040511,-1.8150117,-0.58635855
163,-0.7158879,0.07851905,0.02195289,-2.185339,-1.1792381,-0.03276685,-0.56797105,0.9665671,0.16331127
164,-1.249286,-0.3977446,0.053471614,-1.8807123,-0.90240395,-0.06455748,-1.0145249,-0.5240308,-0.5095159
165,0.15369174,0.15351474,-0.0046331584,-2.8392591,-1.6273876,-0.010005949,-0.050877795,0.101534724,-0.024486512
166,-1.0800622,0.3050748,0.040644616,-1.9545288,-0.9892138,-0.038625903,-1.576551,0.41562977,0.4127826
167,0.092610985,-0.9415222,-0.015184022,-2.9058695,-1.8072089,-0.03566183,0.01584442,-0.42691553,0.05919124
168,0.005465269,-0.43142194,-0.010481545,-2.7507417,-1.6550364,-0.026767282,-0.085989036,-0.05090022,-1.9501367
169,0.9130615,-0.5673999,-0.032321386,-3.3218617,-1.9759686,-0.005885081,0.87448865,-0.51298094,0.019343983
170,-1.2508266,0.28691742,0.04651826,-1.8651006,-0.9407232,-0.045195274,-0.8048843,0.85318804,0.38174048
171,-1.0996659,2.3770587,0.035862073,-2.157662,-0.997312,-0.11890876,-0.852554,2.2326171,-0.23470639
172,0.15738232,0.80718,0.0043211654,-2.7972155,-1.5132886,0.00608697,0.1921406,1.0964342,-2.6635103
173,0.338706,-1.9026904,-0.0153835965,-3.1402051,-2.3472419,-0.021793012,0.35004768,-2.011568,-0.3018622
174,-0.5200949,0.21859598,0.010743916,-2.267085,-1.2602875,-0.026202017,-0.29751682,-0.41997963,0.57139254
175,-0.19916561,-1.0703158,-0.00024454715,-2.704776,-1.5937989,-0.039435085,-0.33433172,-0.8136166,0.20126794
176,0.24804777,-0.24376792,-0.010928423,-2.9639,-1.7731932,-0.018917438,0.33842334,-0.8121263,-1.6832513
177,0.17514294,-1.6570623,-0.014119032,-3.0184007,-2.0416408,-0.029428499,0.4635777,-1.9292765,0.31462324
178,0.2197535,1.1478904,0.009745725,-2.8467984,-1.546617,0.010624792,0.33248007,1.2090613,-0.5887703
179,0.10120174,-0.84167284,-0.015818682,-2.8951926,-1.8036237,-0.034630004,-0.09646793,-0.8660894,-0.37868527
180,0.5453665,-0.11216235,-0.019199073,-3.1465273,-1.8438872,0.0015667579,0.4696622,0.0010924786,0.13120137
181,-0.38482237,-0.5764362,0.0065477584,-2.47027,-1.3933483,-0.03319621,-0.3697941,-0.8918011,-0.27829826
182,0.1784144,0.1850281,-0.0045174407,-2.8598838,-1.6367993,-0.008890739,0.53786504,0.45433554,-0.5680251
183,-0.77542067,-0.5966653,0.028831214,-2.2346783,-1.1825877,-0.046375215,-0.30139238,-0.7783036,-0.65296376
184,1.1069472,-1.3664887,-0.044966117,-3.4502344,-2.216343,-0.01586852,1.0344539,-1.2863781,-0.5369794
185,0.6461842,1.6432011,0.025689889,-3.2449281,-2.9909244,0.032511167,0.95161104,1.77106,2.487805
186,-1.0648633,-0.48370558,0.046064414,-2.0005252,-0.9809519,-0.058915913,-0.37501252,-0.14968696,-0.27118832
187,-0.29163003,-0.65706533,0.0020555519,-2.5437212,-1.4579391,-0.032810293,-0.47206303,-1.4530927,-1.7391399
188,-1.0954709,0.30188942,0.0410944,-1.9493105,-0.98732257,-0.038942214,-1.057573,0.11797318,0.5330521
189,-0.19426733,-1.4549303,0.0015042417,-2.790135,-1.6544461,-0.04586395,-0.29095942,-1.4767447,-0.9027536
190,0.041973785,0.4664304,0.00077072973,-2.7056568,-1.4881865,-0.0034610596,0.20179574,0.5380887,-0.4770849
191,-0.01390028,2.3141508,0.047200818,-3.245358,-3.2716584,-0.003339454,0.17814307,2.2338307,0.90951604
192,-0.099521816,0.03643143,-0.00314104,-2.6097674,-1.4873235,-0.016195092,-0.13196686,-0.17477596,0.9671206
193,0.5100243,-0.61438614,-0.028799482,-3.1181414,-1.8850807,-0.0035862601,0.10039264,-0.95340776,1.2031533
194,-0.021026582,-0.31893128,-0.008701718,-2.715663,-1.6138983,-0.02424114,0.09471369,-0.60188377,0.36141118
195,0.3634976,1.2304727,0.009275349,-2.95401,-1.6193345,0.011540152,0.24991535,1.3613713,1.2061749
196,-0.7281583,-0.71256024,0.026786603,-2.2769866,-1.2132567,-0.046961956,-0.8507164,-0.5378698,-0.7333269
197,0.01595059,0.96122104,0.009135198,-2.681972,-1.4418616,0.007334227,-0.21844469,0.8211539,1.1930689
198,-0.25720513,1.4702873,0.021764766,-2.461983,-1.3083719,0.006320828,-0.6081091,1.7257873,-2.6028442
199,-0.8648498,-0.34853083,0.032472316,-2.1534178,-1.1252241,-0.044485338,-0.5557074,-0.22772035,0.6531682
200,0.15322608,1.3527553,0.016630547,-2.8060656,-1.7290571,0.01668382,0.20376694,0.89809394,-0.04988753
201,-0.058547676,-0.72998124,-0.008738778,-2.7445068,-1.6576512,-0.033276394,0.05244866,-0.7205693,-1.0620983
202,-0.5261359,-0.2751729,0.013037025,-2.345079,-1.3000815,-0.0327324,-0.565391,-0.0062392056,-1.5097553
203,-0.6503542,1.080777,0.02216784,-2.1153219,-1.1674722,-0.019363673,-1.0853137,0.61664647,1.236449
204,0.36713666,0.30950564,-0.0052244896,-3.0232015,-1.7282599,-0.0035295687,0.24482808,0.6141252,-1.766934
205,0.49532253,-0.293189,-0.02114297,-3.117882,-1.8530052,-0.0027291044,0.50072694,-0.4385345,0.98826265
206,0.18084496,-0.36623746,-0.011722098,-2.9111028,-1.7554247,-0.022885347,0.44266823,-1.1473324,0.17008616
207,0.2766054,1.594754,0.026678763,-2.921373,-2.510878,0.030439291,0.5867778,1.656821,0.48665026
208,-0.03452021,2.3709884,0.04876113,-3.2915986,-3.162365,0.0030828868,-0.1558707,2.3026056,0.63816094
209,-1.7411984,-1.0099432,0.1156528,-1.6088924,-0.67835945,-0.12083951,-2.4298685,-1.5012985,-0.53949064
210,0.11332478,-1.8923769,-0.0060447566,-3.0221593,-2.0979753,-0.034616698,0.6595397,-1.9080794,0.06792499
211,0.02376844,-0.9983805,-0.011299551,-2.8668113,-1.7639383,-0.03750691,-0.16296966,-1.3485988,-1.3608304
212,-0.27182853,1.7344744,0.03158964,-2.4476697,-1.9079666,0.021010915,-0.5162915,1.5293875,-0.23407976
213,0.27859563,-0.54677707,-0.017449833,-2.9914472,-1.8267792,-0.021458926,0.49465138,-0.59388274,-0.62089247
214,-0.03264475,0.46955183,0.0017001834,-2.6346903,-1.4389234,-0.00432767,0.39210528,1.3934368,0.1732334
215,0.61123073,-1.0889838,-0.040394768,-3.1697662,-2.012345,-0.0012709904,0.8353916,-1.1422439,0.55653954
216,-0.08811176,-0.07583773,-0.0047383364,-2.630539,-1.5185916,-0.018906815,-0.7023849,-0.15532753,0.83280486
217,-0.4482097,-0.21301305,0.008550327,-2.37656,-1.3317856,-0.030036727,-0.37846544,0.21408078,0.5433674
218,-1.0555747,-1.1251936,0.052942872,-2.0448494,-0.9839291,-0.07966684,-1.2427962,0.08494818,0.56714976
219,-0.7469102,-0.16747862,0.024619281,-2.2092032,-1.1857357,-0.036700454,-0.8976258,-0.6996177,-0.0043826997
220,0.70534897,0.027409077,-0.021480653,-3.2083664,-1.8338244,0.0064391275,0.4567872,0.39594018,-0.5929449
221,-0.5939222,1.3846116,0.024614241,-2.148954,-1.1248231,-0.009427553,-0.35750094,1.9189986,-0.44429272
