,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_mean_4,latent_mean_5,latent_mean_6,latent_mean_7,latent_mean_8,latent_mean_9,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,latent_logvar_4,latent_logvar_5,latent_logvar_6,latent_logvar_7,latent_logvar_8,latent_logvar_9,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
25,0.0047922325,0.83967644,-0.0073783197,0.05046327,0.012134521,1.0006659,1.655025,0.020502778,-0.8524134,-0.017915487,0.026257906,-1.6314831,-0.0076669073,-0.0064375848,-0.061368003,-3.1611571,-1.1944714,-0.0046273675,-0.7022687,-0.042723376,1.8240869,0.4095357,-0.35854053,0.8127005,0.1464791,0.6940197,2.4871402,-0.31963035,-0.20718873,2.1368046
26,0.003616828,-1.1483413,-0.007820388,0.020702966,-0.044321712,0.3453837,-2.3150933,0.019240038,0.35310012,0.021935657,-0.027619302,-1.8779587,-0.039602567,-0.05396776,-0.06139113,-2.9195824,-1.0841846,-0.032761544,-1.1142075,-0.042895317,0.39793104,-1.3224697,0.34547973,-0.43143055,-1.0555613,0.17177643,-2.1295831,0.3282104,1.3463867,-1.375963
27,0.013700597,1.4724599,-0.00033143628,0.04392925,0.0019026473,0.5215068,0.0417673,0.020578695,-1.3077137,-0.011734446,0.0013945587,-1.3288968,-0.0057505295,-0.047812723,-0.058713138,-2.9025831,-0.944951,-0.018963067,-0.88597196,-0.047390155,-1.3930829,2.1010168,-0.37855157,-0.52186036,-0.28308314,0.501065,0.51244456,-0.43078044,-1.5022789,1.688997
28,0.0060010506,-1.8262227,-0.029692596,0.032594986,-0.028847396,0.77524006,-0.5913531,0.024820164,0.9579834,0.0007118648,-0.014874347,-1.9976871,-0.03737878,-0.017858924,-0.066921555,-3.0818677,-1.3489819,-0.058098182,-1.0164344,-0.04487013,-0.46453083,-1.571837,-0.20676823,-0.76723933,1.950568,0.8298127,0.30013317,0.66120183,0.42207718,-0.30146945
29,-0.0008617081,-0.45994398,-0.00020747446,0.0431643,-0.00055169687,-0.54304,1.7536842,0.02428511,-0.09903206,-0.019431744,0.0128085315,-1.2636669,-0.015300358,0.0009505404,-0.054544464,-2.1710913,-0.95441955,-0.004058009,-0.68589634,-0.035227112,-2.3799121,-0.9512968,0.35721168,0.9216955,2.2801392,0.26392978,1.7284689,0.018398691,1.8093673,1.0494933
30,-0.0040902575,-0.1803789,0.015697137,0.04431048,-0.01297232,-1.0456192,1.0079213,0.029396651,0.18954293,-0.02022878,0.00771131,-1.014553,-0.020483844,-0.015671397,-0.050933637,-1.8804047,-0.62702405,-0.016837467,-0.5969614,-0.033298865,0.24500704,0.73822236,-1.0229557,-0.26959017,-0.8803277,-0.7860355,0.89274776,0.22778001,1.3133471,-1.5109917
31,0.0016390162,1.7901342,0.009850446,0.04404777,-0.016943075,0.29222062,0.28411198,0.030776547,0.5255386,-0.00075399084,0.01331833,-1.3131196,-0.015772099,-0.042822286,-0.038353622,-2.790205,-0.71347725,-0.0062906872,-1.0867162,-0.029320855,0.7394832,1.2261988,0.47519872,-0.3045662,-1.0287789,0.22843939,-0.21365213,0.6295819,-0.5070407,0.6807142
32,-0.0052498705,0.2617168,0.0045216307,0.045372877,-0.006521153,-0.4365726,1.1449445,0.025964903,-0.49881265,-0.013686225,0.013311073,-1.1832049,-0.013263061,-0.015258534,-0.048590653,-2.2300882,-0.83366066,-0.002891521,-0.8112854,-0.028141811,0.89513206,0.6708764,-2.087028,-0.6636296,0.5438885,-0.3989023,0.5202723,1.1337961,0.4768565,0.18496434
33,0.023512973,1.9334134,0.012430839,0.04803094,-0.004971139,0.7341765,-1.3145611,0.02645007,-1.3896551,0.0008856524,-0.00066823885,-1.4064102,-0.015844975,-0.073188104,-0.07026781,-3.0319788,-0.97172636,-0.024338797,-1.0648236,-0.055623878,0.3597713,1.632865,0.01131612,0.085657865,-0.6595122,0.74299747,-0.81378824,0.8464941,-1.427643,0.18072848
34,0.01812776,-1.2680176,-0.013884524,0.030634332,-0.003287654,0.82953787,1.4116695,0.013048392,1.7653985,-0.012629238,0.010294296,-2.065473,-0.019112423,0.013809341,-0.056777164,-3.0797884,-1.1447815,-0.0036428953,-0.99555546,-0.03655407,0.6231204,-1.6343321,0.48304135,1.234705,-0.44462305,0.81779236,0.65772676,-0.8548047,1.8724898,0.6157276
35,-0.0074736676,0.07691913,0.0012792898,0.03951555,-0.0072112675,0.008506179,1.0603645,0.022952259,0.07321613,-0.0074095293,0.018045498,-1.4505113,-0.019808821,-0.013320964,-0.044926524,-2.5298858,-0.91873074,0.003265583,-0.88530636,-0.026258353,-1.2334527,-0.12615845,-0.103154555,0.65751916,-0.16577922,-0.32231548,1.4866469,0.37664434,0.6506822,0.64907706
36,0.010172261,0.7712597,-0.016297758,0.05995958,0.017009024,0.8455549,2.4512389,0.021309009,-1.2871877,-0.036631327,0.020805603,-1.5289145,0.008408271,0.011261113,-0.0831857,-2.9842124,-1.5377154,0.0039424216,-1.0805135,-0.046451688,-0.86461085,0.8080789,0.629915,-0.03084575,1.0433536,0.95604974,3.055089,-0.69331044,-1.747027,-0.77704483
37,0.004503913,-1.3941076,-0.013322009,0.05479922,0.008520677,1.1095945,1.3496184,0.018822143,-0.8399136,0.0030943053,0.009403799,-2.0767865,-0.022514263,-0.0040798746,-0.077746905,-3.146253,-1.288084,-0.015971558,-0.73518205,-0.0344247,-1.3418665,-1.339506,2.1249037,0.051571324,0.00071740197,0.9586891,1.1872286,0.7608031,-1.372442,-0.50036466
38,0.0074739447,0.41559502,0.00838713,0.03462232,-0.007323087,0.074438095,-0.5973622,0.014827151,-1.230962,0.0018675523,-0.0023710653,-1.4163696,-0.013535005,-0.051270187,-0.049680144,-2.6734834,-0.807832,-0.022106651,-0.8189172,-0.04817304,0.6612458,0.9368026,-0.5643,0.1181958,-0.07964109,0.7006859,-0.72328025,1.5459664,-1.923896,0.8250761
39,-0.0045912764,-2.3737545,-0.004801447,0.042712048,-0.02393635,0.14013374,-0.21799725,0.014337534,0.5932596,-0.0056612706,-0.008076947,-1.6267369,-0.03821661,-0.006623855,-0.054170758,-2.824341,-1.1945806,-0.043940417,-0.7122122,-0.0691387,0.6146141,-2.3728263,-0.27341956,-1.6756396,1.1099849,0.22555688,0.9766888,-1.181257,0.23906296,-0.5194095
40,-0.0032120063,0.4478449,0.016977916,0.050633855,-0.0030862927,-0.62417334,1.1888406,0.02741764,-1.3016119,-0.01479632,0.008397102,-1.0434915,-0.0044165496,-0.021445261,-0.05134967,-2.1166265,-0.80612683,-0.015470296,-0.79244024,-0.040740162,0.9041353,-0.21620056,-1.1395084,0.31263205,0.82564896,-0.62810224,0.5868836,0.20452735,-1.4385241,-1.4266845
41,-0.009007527,0.5659745,0.016802846,0.04238024,-0.015376637,-0.74403876,0.7850204,0.03001452,0.2835182,-0.014955286,0.006340664,-1.0564034,-0.020847198,-0.027055608,-0.04487385,-2.05918,-0.5764056,-0.004488121,-0.81107306,-0.021632649,0.5985215,1.8439077,0.9906464,-0.5519211,0.046459876,-0.5677273,0.33143404,0.3110324,0.40038025,-1.3633875
42,0.00046699354,0.34696364,0.025624644,0.028498158,-0.03843615,-0.9865268,-0.2946002,0.030715236,1.5895691,-0.013977332,0.009829838,-1.10446,-0.028288933,-0.02746057,-0.04380837,-1.997786,-0.38485694,-0.009583848,-0.8884398,-0.025689606,1.4289101,0.12042606,0.09898053,-1.1297085,0.00038309395,-1.078608,-0.7236588,0.22134721,1.1135577,-0.96479833
43,-0.0020686523,0.6620655,0.0010332158,0.042949393,-0.0025784667,0.03840977,1.2935009,0.023892917,-0.4049286,-0.013290944,0.020273935,-1.2946178,-0.010306475,-0.01459947,-0.048521824,-2.5549412,-0.93034595,0.000275366,-0.9320315,-0.031904712,0.045775317,0.44064838,1.0853288,0.4860878,-0.51400995,-0.21853966,0.8337101,0.5036444,0.17352423,0.55648446
44,-0.004364548,0.01306922,0.017190607,0.045993134,-0.008592967,-0.7961604,0.3489228,0.026516637,-0.96925247,-0.008631737,-0.0034462102,-1.0882182,-0.015424708,-0.03488236,-0.04725589,-2.039195,-0.7040782,-0.02275436,-0.6268494,-0.043876022,-0.8730916,-0.48593384,0.5300308,-0.686377,-2.002835,-1.2436606,0.6818548,1.7979625,-0.22672766,-0.38119164
45,-0.008994518,1.2579185,0.025885422,0.0438945,-0.026533991,-0.92374057,0.28292578,0.03543024,0.27579015,-0.0077006174,0.014543489,-0.8688238,-0.023518924,-0.038168333,-0.045817874,-1.9699975,-0.35487646,-0.0077479854,-0.8653186,-0.015976243,0.8543105,2.1782756,-0.9632618,-0.3083306,-0.7758359,-1.3507606,1.0536907,-0.82481885,0.99149406,0.08184253
46,0.010040628,1.1161791,0.0028009433,0.032234482,-0.029857822,0.38317057,-1.3249745,0.020305037,0.1090092,0.0038301358,0.014673354,-1.4926003,-0.022296274,-0.046781592,-0.054426834,-2.9215784,-0.70926225,-0.0091551,-1.0710912,-0.033662513,1.8930541,1.870389,2.4462998,-0.010054123,-0.24649677,0.37717557,-0.21798909,0.5397761,-0.2921403,0.033285588
47,0.015389761,1.6806561,0.012531444,0.045918055,-0.013824379,-0.2787794,-0.4146698,0.025082443,-1.2784506,-0.0018958044,0.0054992624,-0.99992913,-0.0027113943,-0.051303715,-0.05088587,-2.4525518,-0.59218556,-0.020323304,-0.9885366,-0.04107988,0.60664165,1.6095295,-1.268269,0.98188615,-0.24246623,-0.37799716,-0.19302402,-0.6800437,-1.5433797,-0.45213887
48,0.004163775,0.14039612,0.010200242,0.04465882,0.010291117,0.07217795,1.3437668,0.017495802,-2.1552465,-0.011732315,0.013352258,-1.3505552,0.0021395693,-0.019314999,-0.060422212,-2.5886202,-1.1633677,-0.021382252,-0.8152323,-0.06159083,-0.96340305,-0.29500192,-0.07969317,0.034574427,1.1826553,0.52536553,2.439342,0.9310304,-2.5142725,-0.009637126
49,0.003969828,0.40670946,-0.005209041,0.043498363,0.007194073,0.5666797,2.0365412,0.02019815,0.64072084,-0.012493344,0.026265476,-1.6403499,-0.011568248,0.0012497259,-0.04878486,-2.8727899,-1.099218,0.015661705,-0.98086995,-0.03319235,-0.8596751,0.77069736,1.1569824,-0.30200398,-0.79196817,0.38618708,2.9219058,0.93896323,1.20044,0.806935
50,0.0044511855,-0.93566865,-0.005118109,0.021533508,-0.04352543,0.46363872,-2.335535,0.017178562,0.19807999,0.01719981,-0.025362752,-1.8971587,-0.034616828,-0.053614773,-0.06298033,-2.973562,-1.0255312,-0.02674326,-1.1173282,-0.038210757,0.06467755,-1.3064923,0.014391875,-0.32411203,0.23358476,0.16475922,-1.7163565,-0.51007736,0.036582127,1.175627
51,0.005829034,-0.38377902,-0.0021206327,0.03320528,-0.0023420132,0.26207623,1.6092627,0.016931027,1.239013,-0.014696611,0.016123809,-1.7212583,-0.015506642,0.006000366,-0.04569883,-2.7445698,-1.0153615,0.008513436,-0.94050485,-0.03269784,0.26543778,-1.0539602,-0.6317979,0.5760372,0.023189822,0.5042232,1.6076725,-0.99321306,0.80712,0.03294991
52,-0.004780617,-0.9910334,0.0069584977,0.037233256,-0.027045373,-0.61607915,-0.94585186,0.01993346,-0.17126578,0.004453266,-0.009449966,-1.3478383,-0.03546397,-0.034344867,-0.044302642,-2.2948604,-0.70395565,-0.03189337,-0.55113924,-0.04776055,0.5634895,-0.86815405,0.35893264,-0.14806142,-2.6101332,-0.64676654,-2.639152,-2.1906912,-1.1041424,-0.48491392
53,-0.0056183874,-0.27029106,-0.005817716,0.029687349,-0.021598078,0.24351424,0.034750104,0.01621884,0.9128871,-0.008609747,0.0010577142,-1.7050613,-0.02476965,-0.018216735,-0.043866515,-2.803618,-0.9140333,-0.005007487,-0.92744356,-0.027203862,-0.6212649,-0.59588456,-1.1122559,0.9245977,-0.70867795,0.47912136,-0.8156872,-0.6037619,0.73743135,0.19389054
54,0.0063859634,0.4219415,0.009318765,0.037915517,-0.0037876968,-0.019964993,-0.27712315,0.015808502,-1.5232983,-0.0033103358,-0.004446164,-1.3404281,-0.008174507,-0.04709079,-0.048991695,-2.5991259,-0.8505303,-0.02398714,-0.78318954,-0.053069375,-0.39997303,0.5631238,-2.201915,-1.1900276,-0.445919,0.18952839,-0.019416451,-0.10606603,-0.27578294,0.78232914
55,-0.007400705,-2.0764475,0.0011582319,0.042825848,-0.025701467,-0.22999829,-0.7760431,0.012597673,0.13126326,-0.004550782,-0.024565823,-1.4745657,-0.034119397,-0.018958142,-0.042838074,-2.606286,-0.97509366,-0.03401289,-0.5674475,-0.06649429,0.21265581,-1.7281606,0.0027287365,-1.2908659,-1.737099,-0.68391347,-1.6911409,-0.059558183,-1.1883101,0.54118925
56,-0.0009953184,-1.8443865,-0.0065478575,0.044674575,-0.049336858,1.0668467,-3.5927753,0.034924507,-0.24503395,0.025985833,-0.06463181,-2.1957161,-0.054657243,-0.085053094,-0.09334,-3.259853,-1.5217922,-0.090236455,-1.3777037,-0.0635183,0.22929439,-2.0142796,0.1720302,-0.9428132,-0.124508806,1.0754246,-3.4179718,-1.6778331,-0.6201521,1.2009741
57,-0.0017130049,-0.40702528,0.02849,0.03789422,-0.034021694,-1.2571146,-1.0731144,0.026824586,-0.016425952,-0.00042680604,0.004984509,-1.004164,-0.036628626,-0.043753065,-0.048027016,-1.847777,-0.39617082,-0.026946109,-0.4326725,-0.041567378,0.19428237,-1.0736461,0.4074387,2.63201,0.32593682,-1.5351195,-0.75902414,0.8463768,-0.51312757,1.2703325
58,0.013230983,-1.5786092,-0.015105648,0.026122622,-0.004476247,0.4857602,0.86775255,0.014262853,0.8549969,0.002824625,0.0058838017,-1.9170092,-0.027078262,-0.0015637968,-0.05429718,-2.9061036,-1.1264048,-0.017139576,-0.8109463,-0.04086266,-1.7020121,-1.2967525,0.19358025,-0.03200033,0.77578104,0.44194093,1.1131204,-0.24961674,0.63157964,-0.70967597
59,-0.00031314092,0.17495844,-0.0015964787,0.023178913,-0.04815085,0.21228942,-1.1911345,0.017238678,1.5649016,-0.0070967907,0.008283827,-1.7168481,-0.024946192,-0.02338759,-0.04917948,-2.8592656,-0.80311054,-0.0031006215,-1.1891115,-0.023909483,0.19144212,-0.14812994,-1.8029059,0.72425675,0.53646487,0.040713117,0.0059508085,0.047304694,1.9568784,0.5690243
60,-0.00027247472,0.47325268,0.006046949,0.034031972,-0.022521907,-0.3034907,-0.6234923,0.021722486,-0.14030522,-5.3258613e-05,0.005693406,-1.2922869,-0.022349967,-0.041415133,-0.04232563,-2.3985004,-0.6348921,-0.0057342444,-0.846671,-0.027187102,1.3508388,0.6131834,0.6393342,2.0475478,0.826402,-0.6113696,-0.9749388,-0.7495289,1.6366394,2.7028666
61,-0.0060864943,-0.156593,-0.00040219165,0.036374673,-0.013745038,-0.25849962,0.13858378,0.021618137,-0.035774775,-0.0010032267,0.0025371797,-1.3861723,-0.027680254,-0.028038552,-0.041734114,-2.404544,-0.7761412,-0.006388746,-0.75943875,-0.02722668,1.7370546,-0.80610085,-0.14854614,-0.3815061,-0.90185595,0.052699596,0.26037794,-1.364558,-0.39661044,0.6991536
62,-0.0028385767,-0.28717986,-0.0048839524,0.026569638,-0.033117767,0.01476562,-0.6101034,0.017321056,1.0222878,-0.006004214,-0.00050861016,-1.6287332,-0.028057106,-0.022071617,-0.04503514,-2.6967797,-0.8174295,-0.008947544,-0.93589866,-0.027451321,0.3873581,0.07161489,0.55190104,1.1885194,1.5878356,0.27111927,-0.28306925,0.49027115,1.3343371,-2.3323226
63,0.007212785,0.82816625,0.015412783,0.039883412,-0.023046458,-0.53370506,-0.9077814,0.024604134,-0.76906085,0.0026420783,0.003739614,-1.1141362,-0.014676306,-0.04981529,-0.045712598,-2.2651846,-0.54805005,-0.015521679,-0.88580644,-0.03667601,2.906925,0.7678856,0.41855547,3.3632236,1.2932434,-0.29919973,-0.9185496,-0.5512232,-0.34397823,-1.0982621
