,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_mean_4,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,latent_logvar_4,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
135,1.7123319,-0.025437495,0.10609775,-1.2566783,0.8374989,-0.68881106,-0.039535232,-0.027093818,-1.0097041,-1.9698639,3.6341767,-0.79963374,1.9961747,-2.2598624,0.3591207
136,1.7122517,-0.0656909,0.11221624,-1.7276114,1.6397995,-0.77663064,-0.025849957,-0.058956794,-0.5027449,-1.5036035,1.5653996,-0.6362134,1.1908405,-1.4231455,1.4383339
137,-1.709041,-0.05257232,-0.034265436,-1.1245031,2.7410634,-1.1850309,0.07959652,-0.16328989,-0.51282907,-1.3013283,-0.9947776,1.6796706,-0.15422656,-0.13804269,2.0334876
138,1.0958707,-0.0065000765,-0.10641798,2.6483967,1.4153186,-1.2265122,0.042412534,-0.08195824,-0.9484142,-1.8437926,0.823648,-1.3124025,-1.3850641,3.6075826,0.9616247
139,-0.66198105,-0.045419917,-0.1130932,0.08024475,2.4801462,-1.0626769,0.11382461,-0.10923014,0.20934081,-1.3624285,-0.2506524,-1.4157624,0.29757705,1.7428532,2.0800788
140,-0.45587355,-0.0360489,-0.070274465,3.3836505,2.3670747,-0.7157552,0.04081572,-0.116622694,-0.5229323,-1.4872121,0.25211847,-0.45039022,0.2328557,1.9092005,2.2019253
141,-0.6576282,-0.03743973,0.005122549,-1.2771382,1.8510077,-0.6874424,0.058140703,-0.079663925,-0.60975134,-1.4471642,0.49151993,-0.043452658,-0.36774173,-0.99541795,2.304229
142,-1.3073035,-0.035491455,-0.09607844,1.3302917,2.611018,-1.3134394,0.0961326,-0.14319313,-0.2272811,-1.473792,-1.3119364,-1.0042177,3.3169537,1.4357402,2.8143187
143,1.8687428,-0.08547607,0.06999552,-0.72756004,2.1859403,-0.83331937,-0.023242112,-0.08258443,-0.32450104,-1.3700671,1.811957,-0.18392801,0.2225514,-1.5953555,2.4215376
144,0.55182946,0.01575663,-0.044522602,0.9675969,0.3964473,-1.1909976,0.050223216,-0.039485887,-1.2528872,-2.2256546,0.3785042,0.9601805,0.23245843,0.6511661,-0.24388993
145,-1.0895834,-0.020439675,-0.07907,3.16825,1.9161355,-1.1951865,0.07319772,-0.11483545,-0.5017326,-1.7116042,-1.9999743,-0.20609745,-0.30544734,0.93319654,2.604045
146,1.9392424,-0.08648422,0.050134577,-0.39133498,2.2791147,-0.9540886,-0.016998434,-0.08826781,-0.27422023,-1.4138985,1.7491406,-0.39309826,0.98076147,0.96967876,2.6421695
147,1.0945898,-0.085423455,-0.054632984,-0.29511246,2.3146281,-0.34916377,0.03274835,-0.09127105,-0.33196712,-1.327104,0.7414398,-0.9879101,0.25975493,-0.08281408,2.6769102
148,-1.7914847,-0.05957198,-0.104260825,-0.4820176,3.1161315,-1.9407153,0.09864637,-0.19556491,-0.442039,-1.5646892,-1.8845259,-0.688012,-0.029535346,1.0889012,3.3920414
149,0.0091139,-0.05760375,-0.019873904,-0.13091953,2.1605213,-0.25928688,0.043152183,-0.08328755,-0.39163518,-1.2721283,-0.5879945,1.4558321,-0.6372559,-0.62457913,2.201506
150,-2.7423062,0.0020216596,0.0911431,0.7888793,0.60070217,-0.005245328,0.001056606,-0.02855396,-1.7098658,-2.007922,-2.679323,-0.14572725,0.033311687,-0.013949156,1.0811603
151,1.2492334,-0.021297948,-0.0046928637,-0.4928728,0.90667987,-0.9092562,0.016111726,-0.04257203,-1.0925019,-1.9292552,0.14554846,-0.9604797,0.27591276,-1.3235751,0.66608894
152,-0.39204025,0.014360936,-0.021087097,0.17875126,0.34522158,-1.0054066,0.043388948,-0.02999905,-1.4415188,-2.3199155,-1.1724378,1.921008,0.32325077,0.4811586,0.21101646
153,-1.1683029,-0.0074675865,-0.028672103,2.4371495,1.5573608,-0.84148175,0.0626426,-0.087662384,-0.67377126,-1.6223495,-2.2597928,-2.0928683,1.0615048,0.84790325,1.5784774
154,4.874975,-0.10609635,0.13928773,-2.056391,1.7859478,-2.5236263,-0.08925156,-0.07089169,-0.29065037,-2.0188642,5.1040454,0.2137818,1.1530384,-2.8050463,2.1498578
155,-0.79728603,0.05221261,-0.115775414,2.453524,0.6701109,-1.9130015,0.12081667,-0.06535582,-0.8318063,-2.2270525,-1.38435,0.17538734,-0.35585198,2.6636124,0.7043235
156,4.2321954,-0.05265282,0.25374335,-2.0497718,1.2565789,-2.1691656,-0.1389961,-0.0875071,-1.1723578,-2.2469246,3.8858867,0.15190265,0.8339578,-2.537564,0.6817848
157,1.4786087,-0.05560932,0.07343333,1.4024782,2.0546973,-0.45727074,-0.040735282,-0.08167163,-0.72307754,-1.3864145,2.3418384,0.07472964,-0.863768,1.6823645,2.4840457
158,-2.588214,-0.049892426,-0.07495442,-1.3550584,3.1393778,-2.259439,0.09685322,-0.22422408,-0.81864226,-1.5858717,-2.3131573,1.088712,0.9528613,-1.5914124,4.090892
159,-1.4373615,-0.020761028,0.121942304,2.1372168,0.79534113,-0.10631096,-0.05082368,-0.041401915,-1.9428741,-2.082116,-1.9617172,-0.1452947,0.16987182,1.8037109,1.3220898
160,-1.0582591,-0.037428148,-0.13971682,-1.4622453,3.4618206,-3.549749,0.08741584,-0.24625078,-1.4375454,-2.4306045,-0.8927403,-2.353958,2.3667145,-1.1392496,3.6419654
161,-2.4085486,-0.03222044,0.05648418,-0.83750033,2.6958818,-6.4269915,-0.073237434,-0.3239709,-3.6458526,-3.3901277,-2.4871008,-0.7501189,-0.123897254,-1.0302746,2.5089233
162,-0.057573274,-0.01219001,-0.048103772,0.9223944,1.458263,-0.6939285,0.049958676,-0.067990705,-0.8126664,-1.612463,-1.2800629,0.9741391,1.0449529,1.765018,2.2451062
163,-2.3350172,-0.016685966,-0.12371897,-1.5991857,2.852704,-2.820675,0.13414061,-0.21121779,-0.7742591,-1.8209893,-2.0750237,0.38200337,-0.15546629,-2.5120184,2.984688
164,-0.47576582,0.00584978,-0.0038875346,-1.283475,0.5014671,-1.3238167,0.041196465,-0.024396246,-1.3146571,-2.403705,0.06868774,1.4966396,-0.23867916,-0.8198444,0.41320002
165,-0.23639001,-0.07502045,-0.05683546,-0.9657233,2.5527833,-0.81564695,0.062743865,-0.1219848,-0.29294276,-1.3928919,1.0807773,3.2136722,1.102183,-1.1595896,3.0325778
166,3.2914703,-0.05429919,-0.09118426,1.3131106,1.9982338,-0.9843941,0.0043204427,-0.08843624,-0.73814154,-1.667344,3.614229,-0.94951576,0.083014324,1.2092685,1.8691673
167,-0.03706415,-0.07585326,0.047597613,-1.3249904,2.56862,-1.1057693,0.01658201,-0.1357967,-0.50939894,-1.3598171,-0.29915488,-0.80146265,2.7958431,-1.1731985,2.7929487
168,-1.8961469,-0.023643514,-0.077802055,2.2514467,2.235916,-1.9117771,0.06502839,-0.16456454,-0.9723455,-1.7964616,-1.8248471,0.6266931,-1.0575415,2.8739073,1.9409112
169,-2.4636834,0.051593624,-0.07115522,0.47528905,0.69070214,-2.957827,0.09454833,-0.12655419,-1.9202325,-2.4307628,-2.4141707,-0.37310284,1.4999733,0.38179907,0.31395775
170,0.9160827,-0.033222534,-0.024933172,-1.4518864,1.648263,-1.3040969,0.047065414,-0.058829412,-0.70567393,-1.9374577,1.3827232,0.88879806,0.23729746,-1.2443421,2.130654
171,-2.2320151,0.03590225,-0.054943547,-0.75186014,1.0173132,-2.4700027,0.0958376,-0.114239,-1.5727986,-2.30808,-2.2675722,2.7008462,0.3609352,-0.87685305,1.5446889
172,-2.6301477,-0.03313655,0.07106394,0.60016423,1.7838235,-0.7227019,-0.010208075,-0.10203018,-1.5242132,-1.5711815,-4.0120487,-1.810765,0.3528585,0.76711804,2.0617783
173,-1.3765321,0.021209197,-0.008100811,-1.181988,-0.064136,-1.8556554,0.038067102,-0.016386716,-1.7970817,-2.820403,-1.3166399,0.45502195,0.60139,-0.92335117,0.07638171
174,4.090674,-0.083427764,0.21153767,-0.5436437,1.5579321,-1.2109101,-0.13023695,-0.05875329,-0.5528877,-1.7090527,4.3383484,-0.8371328,0.120075956,0.43888134,2.1705413
175,2.374435,-0.08472622,0.18710198,-2.4536455,2.3094556,-3.2796743,-0.07887703,-0.16012791,-0.8080579,-1.9622002,2.3473263,0.583555,0.33302438,-2.4409873,2.5899975
176,1.2671098,-0.07906427,-0.031988386,0.09866366,2.183878,-0.16373384,0.01529788,-0.086886756,-0.5103102,-1.2530941,-0.4801631,-0.31154862,-0.44749412,-0.92909586,2.1158693
177,-1.1363769,0.007904773,-0.016375856,-1.9705907,0.94928753,-1.6070579,0.080474414,-0.057642423,-1.144179,-2.2331696,-1.5327221,-0.31783333,-1.5289891,-2.4487298,1.317816
178,-1.5186342,-0.049302332,0.131293,0.38001895,1.9083331,-1.9913528,-0.06434991,-0.14204001,-1.7968796,-1.9659274,-1.37222,0.8530431,0.36413318,-0.3447129,2.2776754
179,-1.0856136,0.014559793,-0.0038093226,-0.9676811,-0.19909804,-1.2607751,0.01989028,-0.004349405,-1.7804182,-2.7956483,-0.07772696,0.32464904,0.14886805,-1.1033703,0.17039083
180,-3.8623235,-0.01724048,-0.049893938,0.086977154,2.232421,-3.6184874,0.05397881,-0.22663173,-2.0281458,-2.1859756,-3.9161983,-2.4204059,-0.72344816,0.47759506,2.3453808
181,-1.1663667,-0.06837544,0.006436171,-1.4478763,2.9048774,-1.9263712,0.041196413,-0.19262506,-0.8076323,-1.5655853,-1.4989774,1.5759343,1.8084639,-1.6293563,2.7127762
182,2.3752725,0.047085885,-0.053403206,0.5214757,2.0584896,-3.4670877,0.01722102,-0.07000279,-1.8191867,-2.6821785,2.5566423,-1.0291278,-1.1763352,0.5232025,2.1804886
183,2.0290976,-0.0544216,-0.034083854,-0.4865764,1.7573922,-1.0715457,0.012130126,-0.07015094,-0.83518624,-1.8196981,2.7038655,1.6139697,0.2859125,-0.42381272,1.1912754
184,0.963042,-0.07713507,0.11949936,-1.6873505,2.7189715,-3.125554,-0.03578353,-0.18816672,-0.8496758,-1.8311863,1.1655283,-0.59258395,-1.0421672,-1.666243,3.0418506
185,-3.1368473,-0.0016017288,-0.04608155,-0.5105328,1.7410502,-2.8968005,0.07206705,-0.16269702,-1.6206019,-2.0241146,-3.0468214,0.8653769,-0.7043047,-0.22621459,0.8967046
186,-2.3384879,0.0020556098,-0.09993513,-1.6412383,2.19999,-2.53804,0.13887274,-0.1724875,-0.7878301,-1.893497,-2.337838,-0.24612407,0.65426224,-1.5850888,2.090927
187,4.9708815,-0.06060446,0.2010967,1.5466582,1.4751595,-1.4255188,-0.1442671,-0.05457405,-0.8915167,-1.9495674,4.9938936,-1.4674512,-0.4892314,1.8220568,1.1926253
188,0.70666665,-0.014196875,-0.08074419,-1.3587999,2.975779,-3.2664309,0.051898003,-0.14200312,-1.3988947,-2.5694995,0.61157846,0.10016545,-1.4739362,-1.8634746,2.9066756
189,-1.0974789,-0.059214916,-0.122768015,0.077304065,2.9105294,-1.5954802,0.103262015,-0.15738486,-0.116057396,-1.5241772,-0.021511197,-0.38682434,-0.41944125,-1.3984237,1.7161502
190,1.7581095,-0.09199262,-0.0035773837,-1.1597989,2.0835361,-0.5155301,0.0063982606,-0.07915589,-0.37228608,-1.3621886,0.51740026,1.0797344,-0.49630526,-1.7700217,1.9800818
191,-1.7519566,0.028469792,-0.022385482,-0.8120662,0.6081144,-1.9315889,0.0683743,-0.06613711,-1.6735926,-2.406888,-1.9768337,0.38250417,0.27512312,-1.0730281,0.841108
192,-0.35001886,0.017696097,-0.022593401,0.29746318,-0.19386524,-1.3206751,0.041052796,-0.017407509,-1.6875014,-2.7578673,-0.34153014,-0.63704234,0.1300315,0.014926583,-0.3480437
193,0.5244161,-0.08541348,-0.062976316,0.8438333,2.8230777,-0.94972616,0.045229904,-0.11616578,-0.05374241,-1.4185832,-0.4132102,0.48168722,0.7001302,1.2929437,2.8862143
194,2.7692754,0.067194365,-0.061052173,1.5862995,1.8226948,-3.7590299,-0.000523543,-0.068201505,-2.215999,-2.8601403,2.745473,-0.22318617,1.1371089,1.7308627,1.8406292
195,-2.2937906,0.039093263,-0.13694884,0.01292485,2.2163286,-3.1885815,0.15486906,-0.15606904,-0.64656115,-2.0182009,-2.0390582,0.7424205,0.44229382,0.09666058,2.184928
196,0.24261083,-0.0760102,0.071771696,-2.386358,3.0932472,-4.778421,-0.01474062,-0.2621969,-1.2267519,-2.2817187,0.22594582,-0.40190223,0.68579,-2.402454,3.132647
197,-2.8743389,0.005621988,0.052790333,0.01719001,0.2378689,-0.7268938,0.014207726,-0.034424588,-1.9674284,-2.373992,-3.08806,-0.30568457,-0.10990283,0.30233026,0.19590655
198,-0.33300757,-0.03701435,-0.13424052,1.0491344,2.4809191,-1.2261503,0.109430425,-0.10977348,0.11595845,-1.5090265,-0.32992166,0.016113982,0.032082126,0.8208668,2.4255664
199,1.1476648,-0.06266661,0.088723704,-1.2360567,1.7903073,-0.45440412,-0.012795947,-0.064490125,-0.51493645,-1.4092476,0.15716082,-0.6574087,0.018494837,-0.83565176,1.311719
200,0.14059153,-0.028363427,-0.024677617,-1.5837344,1.2993345,-1.0217538,0.06432308,-0.050523475,-0.63571894,-1.9283115,0.11509242,-1.7098596,-0.468717,-1.70596,1.6512113
201,1.2680115,0.0017379576,-0.025410604,-0.36152065,0.12005517,-1.3025979,0.03124451,-0.023669763,-1.3313526,-2.5186858,1.7692173,0.8481061,1.1852102,-0.3003237,-0.5344355
202,-2.2585409,-0.008202768,-0.090382405,2.4717863,1.9222729,-2.3788877,0.07388605,-0.16834657,-1.1991987,-1.944285,-2.4299488,-0.57745045,-0.37678573,2.0749543,2.3937373
203,-1.84621,-0.007275593,0.05660016,0.27075747,1.208482,0.0055674314,0.016025173,-0.047753036,-1.2477418,-1.5707722,-2.7398531,0.015544649,0.8661787,0.76397806,1.1338961
204,1.6830279,-0.08681438,0.11044101,-1.9894123,2.6379032,-3.335517,-0.037633672,-0.17623158,-0.71730626,-1.9122412,1.9071479,1.3377386,0.8503584,-1.2798393,2.2913656
205,-0.044555888,-0.058022656,0.04066244,-0.59305924,2.1108162,-0.2259531,0.024103707,-0.07967952,-0.43068576,-1.2367994,0.537615,-0.65083784,0.11075567,0.9710066,2.0281477
206,0.92145276,-0.045394037,0.00965024,-1.409324,1.5202657,-0.8101391,0.01937045,-0.05570241,-0.71364427,-1.6318598,-0.07040763,1.0566177,0.38972875,-0.5971344,1.6740451
207,1.6790156,-0.05734823,0.02797394,1.2030867,1.824784,-0.3065313,-0.027401224,-0.07708056,-0.8854537,-1.4129716,2.2246647,-0.29495212,-0.5404548,1.5698545,1.059669
208,0.4036203,-0.05989349,0.09917402,1.1325049,2.1365218,-0.49578798,-0.04046979,-0.084077604,-0.6979095,-1.403181,-0.4866498,1.9471618,-0.0682964,1.1167972,2.02899
209,-1.285235,-0.016647533,-0.02210936,-1.450424,1.8177919,-1.1502237,0.07986011,-0.09390077,-0.7786933,-1.5960608,-1.020646,0.060601354,-0.7708844,-1.411176,1.9424082
210,3.2615528,-0.10698935,0.046525083,-1.2851535,2.2527552,-1.9302484,-0.026208743,-0.08810055,-0.05982232,-1.7238024,3.9650073,-1.1159462,0.63197297,-0.624009,1.4177539
211,-4.3165545,-0.039997805,-0.13885115,-1.759442,3.5008233,-4.67505,0.12192965,-0.32926092,-1.6034486,-2.2372868,-4.263603,-0.16396272,1.5755918,-0.7957885,3.5942423
212,0.19434273,0.0042876555,-0.09181276,3.071203,1.313965,-1.1350759,0.059676424,-0.0829849,-0.90059423,-1.8562393,-1.6568866,0.26987273,0.57900476,3.980136,1.7698174
213,0.94411576,-0.07125536,0.028258804,-1.1398845,1.9751058,-0.33019936,0.011873165,-0.07285473,-0.461051,-1.3209604,1.0551434,-1.1428076,-0.10190581,-0.9920949,1.0648589
214,2.2232525,-0.08455811,0.023145204,-1.552832,1.7737985,-1.1143978,-0.005125503,-0.06705692,-0.41384363,-1.6223507,3.1859918,0.51948786,-0.23808828,-1.4997506,1.9023668
215,-1.4557464,-0.052411836,0.12365769,-0.27999297,1.9481814,-2.4033203,-0.055642582,-0.15110588,-1.8124319,-2.0416136,-1.2846751,-0.8084051,-0.010850623,0.5213889,1.858901
216,0.6703617,-0.08314704,0.059656125,-1.5714866,2.7406454,-2.3624084,-0.002158695,-0.17131788,-0.6201482,-1.6693753,0.49423105,0.7134791,0.24434675,-1.4235425,3.347039
217,-2.9079025,0.019083915,0.011491416,-0.5462909,0.71852756,-1.8854911,0.036939383,-0.07350358,-1.9707191,-2.2264793,-3.236963,0.99960405,-1.3495502,-0.06671029,1.0199757
218,2.0325305,-0.09409282,0.0103181675,-1.2162888,2.1209164,-0.83491725,-0.0012927763,-0.08108466,-0.32511258,-1.4437507,1.8797818,-1.5921032,-0.13006997,-0.7934015,2.100754
219,1.0351928,-0.037355416,0.006169343,-1.4684557,1.289758,-0.9077572,0.020106899,-0.046590395,-0.8196503,-1.79978,0.48864973,0.9465335,-2.310684,-1.6108413,1.8629147
220,0.6266514,-0.045334797,-0.114207804,0.78731036,2.366759,-1.1382494,0.07932452,-0.10255673,-0.119398355,-1.558571,0.2591142,2.2115266,-1.6434777,2.8169749,2.581346
221,0.906531,-0.049560983,-0.04556236,-0.2503642,1.683476,-0.63398993,0.042069815,-0.07145945,-0.55837154,-1.5511423,0.90901554,1.0427693,-0.8109158,0.049471766,0.6799959
222,-4.3003197,0.0007190419,-0.17950934,-1.4423186,3.1218889,-4.884625,0.1835826,-0.32736325,-1.137135,-2.045569,-4.231682,-0.6577877,-0.15099643,-1.2270159,2.8980947
223,-0.17794473,0.0028849267,-0.12984928,2.7212477,1.6578126,-1.3719926,0.08557207,-0.09483777,-0.542084,-1.6982778,-0.74896127,-1.4587698,0.50893986,3.2399912,1.6133081
224,0.9537717,-0.08972757,0.019312961,-0.89446926,2.4716141,-0.57802093,0.017356684,-0.10049758,-0.15999222,-1.2782584,0.45709446,-1.0607469,-0.89904803,-1.3786151,2.3811054
225,-0.55337423,0.0032912646,0.0028912867,-1.1778113,0.30163115,-1.0689583,0.019293098,-0.020603275,-1.5676023,-2.4807522,-0.8112059,1.3917319,0.78227603,-1.8362213,0.47368178
226,0.72158796,-0.009503341,0.0060162554,-1.745638,0.6493578,-1.3543421,0.037150286,-0.027847642,-1.0165807,-2.2980793,0.6685986,-0.30346343,0.53537744,-1.7591497,0.5490229
227,0.86864406,-0.032406315,-0.017229805,-0.34685123,1.2435247,-0.671963,0.025758466,-0.053896867,-0.97766805,-1.7288389,1.458641,0.26846367,-0.63216716,-1.6285079,1.4762998
228,-0.12909842,0.053285964,-0.21560438,4.972686,1.6091939,-2.6936674,0.12314784,-0.112678565,-0.80359125,-2.3488421,-0.4679111,0.1411223,0.14685474,4.403999,2.16085
229,-2.3613658,-0.03573351,-0.09383849,-1.4042181,2.8563895,-2.1960614,0.11836476,-0.20090462,-0.60913265,-1.5471252,-2.8092074,0.68375397,-0.119978145,-1.7889992,2.7734687
230,-0.859602,0.013652911,-0.11867547,2.0711277,1.4809,-1.5037856,0.10892404,-0.08763139,-0.47885537,-1.804369,-1.4101417,-1.4553671,-2.4777007,2.1828551,1.2318168
231,2.4146526,-0.013364895,-0.030000402,0.4223466,1.0733104,-1.4680426,0.0046994947,-0.054301552,-1.2614478,-2.0559134,1.5589586,-0.06884104,-1.3544817,0.5338352,0.38531005
232,3.2702916,-0.07436133,0.23674764,-1.4559262,2.1676545,-3.0528119,-0.13525054,-0.1626256,-1.1186228,-2.1332273,3.3790936,-3.3213003,-2.302661,-1.0541387,1.7471614
233,-2.4810326,0.0033509356,0.069377355,1.0830433,-0.06198442,-0.33919823,0.01083293,-0.020186545,-2.007761,-2.5272796,-2.8821201,-0.5009492,-0.87517744,1.2245582,0.39043483
234,-0.06644444,-0.029921347,-0.06974381,-1.1848881,2.4545932,-1.7669053,0.07875556,-0.10370639,-0.5251157,-1.7880086,0.4660266,0.78694654,0.32214963,-1.1787626,2.3120887
235,1.290551,-0.062161002,-0.06100305,0.31486505,1.8678958,-0.76052475,0.031101106,-0.082987525,-0.48753452,-1.5033988,2.168445,-1.0534722,-1.1438675,-0.7075984,2.049226
236,-0.15785159,-0.07327978,0.05231924,-1.8083043,2.8055198,-2.6212425,0.008880299,-0.19448331,-0.85771906,-1.7480967,-0.13099839,-0.48351783,-0.5373304,-2.9110122,2.150454
237,-0.5306258,-0.0029521114,-0.04179869,3.2850378,1.4595604,-0.84199005,0.056793816,-0.09053136,-0.79372954,-1.7452776,-0.48696852,-0.59411603,-0.74455327,3.0239537,1.3359929
238,1.9481138,-0.021574803,-0.060683317,-0.809047,2.6926665,-2.614601,0.029641787,-0.08730726,-1.1454332,-2.4727025,2.0753684,-0.4686311,0.7994123,-0.18481064,2.9733193
239,-1.9903586,0.04331105,-0.034520578,-0.34411442,0.19515148,-2.7081132,0.072348155,-0.078358315,-2.0871525,-2.6974163,-2.3985724,-1.1814122,-2.2281036,-0.017293274,0.1996163
240,1.8348448,-0.022435894,-0.042716574,1.2973423,0.908448,-0.8598787,0.009495625,-0.05661022,-1.3011646,-1.9950043,1.4301531,-0.192906,0.09394927,1.1473536,0.89183307
241,-1.6237929,-0.048605524,-0.030267878,-1.23013,2.5958128,-1.1848075,0.07857108,-0.15061662,-0.5187378,-1.3216536,-2.3486786,0.15635538,0.36386475,-1.9893285,2.8114288
242,-0.6008273,-0.02476238,-0.051878434,-1.3087628,1.7113475,-1.0952296,0.08753936,-0.07974436,-0.48323345,-1.7281728,-0.8507447,1.6190113,1.8742266,-1.2112961,1.7743392
243,1.4873886,-0.08956922,-0.013025461,-1.0992684,2.0607848,-0.18145311,0.010969961,-0.077428594,-0.46089745,-1.2836874,1.22739,0.14359632,0.4089745,-0.53017586,2.7963605
244,-0.43371075,0.020369466,-0.025432466,0.27626815,-0.13801903,-1.4862504,0.047719732,-0.017992293,-1.6485857,-2.7406049,-0.4836838,-1.557302,-1.0424949,0.58093596,-0.25496864
245,-1.1480376,-0.054511614,-0.03968373,-1.0863742,2.5338182,-0.9572843,0.07724133,-0.1335478,-0.36663604,-1.2895333,-2.2901387,-1.4163784,-1.2619703,-0.29135174,2.8953047
246,4.1613445,-0.06182178,0.112033494,0.857499,1.3770493,-1.4274118,-0.10150559,-0.054957896,-1.0492249,-1.9285344,4.476151,0.1252029,0.59280294,-0.10723591,1.8133595
247,-0.51511055,0.011502664,-0.008103356,-0.6821375,-0.13969351,-1.1673594,0.024226854,-0.011182798,-1.6600068,-2.755462,-0.9827473,0.9179452,1.278377,-0.6689482,0.04749641
248,2.2673886,-0.09898426,0.04566971,-1.3913023,2.5129712,-2.2651176,-0.01619538,-0.12980087,-0.30814552,-1.7406137,2.6191523,0.3119431,1.0673128,-3.337808,2.1496866
249,0.1696639,0.00910214,-0.093462795,3.0271316,1.2116781,-1.1848218,0.0640054,-0.07991551,-0.9260136,-1.9053565,0.8201574,-0.444578,0.5713645,3.3653903,2.137887
250,-1.9425447,-0.012849329,-0.09327867,-1.5304452,2.4885306,-2.1948633,0.12043851,-0.15656573,-0.60377586,-1.6606004,-1.939889,-1.1132547,-1.3434687,-0.771832,2.1449382
251,1.2852874,-0.0018328761,-0.001877523,-0.13321444,0.4112981,-1.0730234,0.01466486,-0.030434469,-1.3507631,-2.274264,1.9895574,1.0880667,0.063302174,0.18965471,0.24768817
252,-1.6820254,-0.009720618,0.015552487,-0.35145617,1.5997665,-0.7553147,0.050812513,-0.07629995,-0.952399,-1.505214,-2.1770084,-0.83021206,-0.2136975,-1.2252774,1.5036371
253,-2.0526917,0.029616227,-0.085833855,0.4727651,1.224572,-2.4877448,0.0955359,-0.13196799,-1.4678692,-2.1845696,-2.4577873,0.78926927,-0.57024807,0.5966084,0.8797853
254,-1.7080969,-0.068187445,-0.012919826,-1.2989985,3.1017482,-1.9777852,0.052837595,-0.21042831,-0.84124315,-1.5443014,-0.9777803,-1.2659717,1.4289067,-1.3845118,2.2981975
255,0.46738958,0.005354008,-0.014205638,0.21943411,-0.014716327,-1.1303337,0.028220823,-0.02417796,-1.582747,-2.5807202,0.15625167,1.680754,0.40197414,-0.057090133,-0.12607564
256,-2.6492908,0.046401363,-0.27363244,4.157361,2.2395816,-3.9266539,0.19346881,-0.2104788,-0.3780601,-1.6940444,-2.6788425,0.5289237,0.7968159,4.434068,2.289991
257,-3.152128,0.00661134,0.052113924,-0.08139886,0.21690887,-1.0137944,0.013501536,-0.04383325,-2.158953,-2.4586434,-3.0908282,-1.9120138,-0.47942236,0.098808214,0.45302194
258,-3.2143557,-0.049815983,-0.014677234,-0.34992355,2.8185496,-2.542029,0.038394727,-0.21974276,-1.5851202,-1.8498324,-3.6350663,-0.20581287,0.08575969,0.17165679,2.9062977
259,0.6358436,-0.08759689,-0.0022586272,-0.7987091,2.418953,-0.102371335,0.029710835,-0.09170858,-0.16352153,-1.1751708,1.5622439,0.7781212,-1.0501808,-1.7676469,2.085678
260,-0.43902135,-0.0021257568,0.0062846374,-1.6491085,0.6847376,-1.2495087,0.03281428,-0.027483428,-1.3107046,-2.2762787,0.43628,-1.0750834,-0.22668587,-1.7218959,0.31727302
261,1.0803218,-0.08208017,0.099438116,-1.8256052,2.6213298,-2.684235,-0.023197353,-0.16620632,-0.6818454,-1.7356435,1.4604298,-0.7580039,2.838906,-0.9590504,2.6151154
262,0.47986215,-0.07991476,0.06322919,-1.5740155,2.6676078,-2.0815122,5.0526112e-05,-0.16150658,-0.6211065,-1.6008886,0.108612746,-0.37854922,1.9109339,-1.161925,2.5078096
263,-1.7058145,-0.033821765,0.051213976,2.041199,1.9187129,-0.4531449,-0.00017011724,-0.08199824,-1.0549868,-1.4605143,-1.5015246,0.16900945,-0.9562491,1.2704864,1.5324315
264,1.1601366,-0.066098325,-0.08806762,1.3322024,2.1779487,-0.82891804,0.028462095,-0.099350385,-0.52964616,-1.510535,1.529112,-0.28923965,0.7184191,1.7080595,2.5063126
265,1.1869781,-0.059876163,-0.08685501,1.4497077,2.0555608,-0.8862508,0.025775073,-0.09613323,-0.61174023,-1.5519364,0.5154841,-1.1611251,0.032693893,1.8717495,2.0357487
266,-1.745393,-0.016896948,-0.031193411,-0.46828878,2.04257,-1.1010187,0.08157413,-0.11659283,-0.68009007,-1.4382,-2.2751374,-0.57959855,0.72885203,-1.271658,1.0141205
267,3.6914976,0.017704437,-0.014360718,-0.15810752,2.0670648,-3.416306,-0.039022807,-0.063486345,-2.260992,-2.8967977,3.829958,-2.6439598,2.0187807,-0.31102622,2.0075955
268,-3.9821475,-0.041234832,0.0015501905,-0.1409768,2.5595238,-3.3431,0.016197333,-0.22786254,-2.1833756,-2.1656332,-3.6781516,-0.041575644,-1.3355604,-0.043984264,3.396437
269,3.83426,-0.018415045,-0.07914567,2.2564905,1.75348,-1.9616022,-0.029164916,-0.084468104,-1.6087162,-2.2249477,4.116458,-0.61688536,-0.07405342,1.4611821,2.2733066
270,-0.47378808,-0.032757625,-0.04500212,1.2754015,2.1132696,-0.35303545,0.056633137,-0.09068201,-0.38602114,-1.2925583,-0.9537671,-0.65544665,-1.2626861,0.56494075,2.3026109
271,0.4457453,-0.08623151,-0.04511321,-5.8233738e-05,2.6219203,-0.23706877,0.044539563,-0.10266275,-0.11390233,-1.2150372,0.3655226,-1.2297382,-1.1156299,1.6942873,2.1779995
272,2.9298546,-0.0901854,0.1412729,-0.9338622,2.1930912,-1.9377753,-0.0703346,-0.103496745,-0.3754952,-1.6945899,3.419872,-0.2246956,0.6428284,-0.7011065,1.9994085
