,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_mean_4,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,latent_logvar_4,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
71,-0.21747817,-0.085098386,-0.080821246,0.560736,2.969425,-0.91692483,0.06397156,-0.13220772,-0.06586671,-1.3925716,-0.22248751,0.054807156,0.81138337,-0.11365211,3.0262718
72,-0.087786645,-0.07373355,0.060385108,-1.5118338,2.8635774,-2.5466378,0.0028034933,-0.19658448,-0.83084786,-1.7051095,-0.027544688,1.4047021,-1.968042,0.20271516,3.290565
73,2.9227922,-0.09212306,0.0017342954,-0.11812368,2.035239,-0.90248007,-0.019641232,-0.08051671,-0.41076255,-1.3774905,2.7245672,-0.53267586,1.1231327,-0.57509303,2.0298178
74,3.4997356,-0.08923669,0.24627447,-2.2437937,1.888942,-2.069486,-0.11353709,-0.10363417,-0.56696916,-1.729586,3.000858,-0.5251603,0.667411,-4.075705,1.8886226
75,0.935709,-0.027878214,0.064395584,-1.5847844,1.1944473,-0.8290421,0.0044610575,-0.041403927,-0.74380076,-1.713996,2.2067053,0.83564603,-1.2880425,-0.74964994,0.90452206
76,0.714981,-0.07712342,0.108983435,-1.6182506,2.5492349,-2.0416555,-0.020432236,-0.14983168,-0.64073086,-1.5492936,0.95760137,-1.5265149,-0.20145917,-2.5799117,1.5779531
77,2.9017153,-0.08628816,0.2140302,-2.352199,2.1689959,-2.8891373,-0.09748427,-0.14282818,-0.7432083,-1.9036808,2.9333997,-1.4682302,-0.5080066,-2.3471363,1.9580816
78,-1.4515611,0.022475984,0.0042459005,0.68273693,0.674048,-0.8115319,0.06228517,-0.041875973,-1.1763399,-1.9645883,-0.83190715,-0.31249735,0.1133655,-1.0001881,1.2884957
79,-0.4185599,-0.04003494,-0.047378544,-1.3110516,1.9087322,-0.9844018,0.074929535,-0.086631306,-0.49544644,-1.6052192,-0.083009034,-0.19175105,0.29585525,-1.1033621,2.3132784
80,1.5061604,-0.07250492,-0.009697322,-1.0191307,1.7546918,-0.33494544,0.010092566,-0.06504713,-0.6428448,-1.4606222,0.7986727,0.3109221,-0.63806677,-0.3639949,0.9405619
81,-2.4605608,0.014098541,-0.12703834,-0.8407131,2.3702219,-2.9998178,0.14884244,-0.18507826,-0.74836516,-1.9336913,-2.6646504,0.2532092,-1.1777016,0.21171945,2.3200872
82,-2.7347023,-0.03531902,0.11652505,2.021634,1.4509884,0.062048554,-0.03729832,-0.060507424,-1.5959177,-1.6763071,-2.2949939,-1.3283635,0.07893419,1.7113234,1.8680081
83,3.2333329,-0.10012115,0.07531577,-1.3873979,2.034603,-1.5790894,-0.04259628,-0.078270495,-0.30196476,-1.5895594,3.6425104,0.25450653,0.07835067,-2.711479,1.9569125
84,-1.2056373,-0.035340898,0.12436959,0.15705797,1.3788074,-0.33013248,-0.04118229,-0.06976149,-1.4321046,-1.6748656,-1.8126599,0.004209481,0.98869276,-0.56572807,2.4723969
85,1.5955042,-0.0001821002,-0.019991713,0.41512358,0.19576064,-1.1592073,0.018324615,-0.029919827,-1.503283,-2.4741478,1.5324978,-0.8643894,0.014958927,0.10426995,0.5592898
86,4.44386,-0.048931662,0.058991767,2.24229,1.3901383,-1.8521681,-0.0823281,-0.06530182,-1.2074525,-2.0657763,4.8388786,0.096968606,0.6127998,2.510386,1.7473395
87,0.9272314,-0.02759588,0.09816616,-2.2135966,1.077091,-1.3972293,-0.005781929,-0.052951895,-0.97748864,-1.9606066,1.2024696,0.25493208,0.39810613,-2.2465842,0.9414313
88,3.3555207,-0.06812659,0.14881009,0.2816046,1.5257354,-0.8499031,-0.09973378,-0.058214195,-0.8377718,-1.6475672,4.606454,-0.12935658,0.14857523,-0.541598,1.0875821
89,2.820544,-0.096519895,0.12019802,-1.6109666,2.0639887,-1.4388803,-0.048236303,-0.078299634,-0.21043181,-1.5313277,2.4908736,0.1737127,0.67810416,-0.73763806,2.3107975
90,1.9816538,-0.09296643,0.013056595,-1.242333,2.103301,-0.8105118,-0.0017392375,-0.080246694,-0.34347606,-1.4362978,1.7382993,0.27226713,-2.3502762,-1.747145,1.3013003
91,2.5618277,-0.03630214,0.054163445,2.159224,1.201469,-0.54375196,-0.04547385,-0.062252216,-1.298422,-1.8310119,2.744964,0.67624736,1.279724,1.8101163,1.2030437
92,1.3607974,-0.018653214,-0.011933077,0.035253704,0.8122169,-0.83266604,0.014057303,-0.04388339,-1.2104905,-1.9329743,2.1545396,0.03769282,-0.72651726,0.13281995,0.93824357
93,2.5851874,-0.08979641,0.09908561,-0.93418884,2.0591383,-1.1047599,-0.046099514,-0.07795425,-0.3329332,-1.4721227,2.9737582,1.2899941,0.77944505,0.14378619,1.7641032
94,-3.4060225,-0.019250248,-0.14787607,-1.7108276,3.0979874,-3.6308937,0.16071014,-0.2675046,-0.79140174,-1.8972722,-3.2165103,-0.4204971,-0.5580609,-2.3205032,3.0016017
95,-4.534969,-0.017949522,0.051307395,0.14210945,1.7987478,-3.6999846,-0.041844867,-0.20073503,-3.1939726,-2.6134133,-4.717516,-0.46576053,-1.708369,0.40567043,1.7140749
96,-3.5634394,-0.009734551,-0.15070786,-1.7283868,2.973933,-3.8679962,0.16795453,-0.27071777,-0.85216427,-1.9516103,-3.5411234,-1.2350681,0.6982135,-3.1780348,3.2250295
97,1.5408224,0.0052196956,-0.04359838,0.9520036,0.1891593,-1.1347926,0.033057056,-0.03358481,-1.3866642,-2.3375158,1.9550812,0.86347866,-0.7766305,1.0971457,0.2235262
98,1.309887,-0.077851586,0.13498032,-2.0783176,2.5401695,-3.2459278,-0.045113806,-0.17682704,-0.87206125,-1.9079846,1.26282,-0.32168463,-0.6773035,-1.220743,2.4762232
99,-2.48934,0.0030309143,0.047533076,-0.0881131,0.34185964,-0.4557873,0.012411339,-0.02404833,-1.7463923,-2.2242863,-2.0675137,-0.23170425,0.35687858,-0.5073394,0.024737716
100,1.5880915,0.00011210836,0.0026867886,-1.8024449,1.5965023,-2.2156627,0.02102259,-0.045641802,-1.3853884,-2.4209952,2.1068933,-0.24253225,0.014625257,-1.4833356,1.7138647
101,1.8607193,-0.085155405,-0.025176158,0.9719261,2.579406,-1.4673325,0.0041070674,-0.10706984,-0.23175144,-1.5818976,2.356448,-0.6680508,-0.85186166,0.95953393,2.5573757
102,-4.773045,-0.012890599,0.03192564,1.7610209,2.1002407,-3.7349696,-0.05140815,-0.22303621,-3.430867,-2.7110949,-4.809723,-1.2186568,1.3732494,1.8446584,2.2375739
103,-1.4062452,0.013981003,-0.015522884,-1.7816029,0.8321456,-1.6770612,0.07774342,-0.051274203,-1.2462882,-2.3261278,-1.2630044,0.23630677,0.38344195,-1.6212884,1.161757
104,-0.18436827,-0.014898533,-0.0738617,-0.18848655,1.5661318,-0.95611817,0.09138814,-0.06786709,-0.32255626,-1.6985922,-0.42038772,-0.0029450916,-1.4384866,-0.98004913,1.6966503
105,2.4934788,-0.08344354,0.15734228,-2.1240041,2.8108115,-4.662035,-0.080464095,-0.2279566,-1.0910913,-2.3126998,2.7067225,-1.4024343,-1.0434604,-2.5104823,2.581214
106,2.0883448,-0.04019905,0.062467452,-1.2852403,1.0316197,-0.92172,-0.025677295,-0.035108976,-0.943388,-1.9590565,2.6934793,0.49035698,1.6295296,-2.4964159,1.12664
107,0.3220222,-0.07855766,0.07435368,-2.0844586,3.042363,-3.9837608,-0.01141486,-0.23966205,-1.0232531,-2.0466788,0.3758331,0.54504967,-0.2768678,-2.1673143,2.527916
108,1.7202345,-0.059705596,-0.06448348,1.5541738,1.8253887,-0.570163,0.0007178951,-0.08687215,-0.9016727,-1.5060652,1.5801102,0.9133417,0.2444848,1.7279048,1.7406552
109,0.3721605,-0.08019986,0.06626314,-1.6035882,2.793176,-2.3931048,-0.0009858329,-0.18016218,-0.6793181,-1.6486166,0.09524721,-0.1084099,0.9289423,-2.6707902,2.3855011
110,0.5572458,-0.09154723,-0.032647602,-0.65317273,2.8056254,-1.3555642,0.035694078,-0.14021935,-0.2530377,-1.497373,-0.13574213,-1.9436449,0.36438966,-0.6832971,2.8796215
111,1.4497435,-0.07779878,-0.06369966,0.48899907,2.1462471,-0.4868878,0.024374416,-0.091850504,-0.4144225,-1.3452536,3.1235278,-0.1434955,-0.24937233,-0.4345926,2.0444722
112,1.5024709,-0.047660057,-0.033957336,2.1207209,1.6505474,-0.50946,-0.0050245104,-0.08372831,-1.0688609,-1.65618,1.8697976,0.67052525,-0.4667533,1.1084838,0.24535108
113,2.729131,-0.021916075,0.06423326,-0.23196146,0.21964747,-1.1836727,-0.04714431,-0.019585667,-1.458435,-2.648515,2.2983804,-0.8684682,0.4282071,-0.4846035,-0.030947685
114,1.0987723,-0.037280172,-0.007818276,-1.5333186,1.0530796,-0.88187677,0.033998877,-0.042518355,-0.8066541,-2.0078158,-0.16642535,-0.94278014,-1.0646427,-2.8793905,1.6363235
115,0.08948195,-0.009239325,-0.009063665,-1.4833411,1.0366335,-1.0619626,0.057076946,-0.03874106,-0.8669152,-1.9896044,-0.43934435,-0.5133395,0.7594123,-1.449748,1.15361
116,1.6817967,-0.091431655,-0.014597964,-1.0739343,1.9954658,-0.124982834,0.0068023335,-0.07406124,-0.49624968,-1.3244642,1.7633218,0.47637865,1.4009187,-1.344939,1.9780304
117,1.6043698,-0.08031831,0.14249115,-2.5433075,2.6225765,-4.218554,-0.053669058,-0.20347825,-1.0163755,-2.1561108,1.5872791,-0.20673168,-1.0634036,-2.2145476,3.06055
118,0.04740106,-0.06746808,-0.12128056,0.9222473,2.6410165,-1.046389,0.07921036,-0.1139392,0.043702364,-1.4658599,0.0693769,0.7305989,1.2338741,0.5181743,3.5939069
119,-1.9396017,0.019214686,-0.04584179,-1.8811326,1.416683,-1.9478306,0.108784415,-0.1007421,-1.0484611,-2.0278668,-2.226876,-0.06719753,-1.0731986,-1.8802546,1.4575057
120,1.6814377,-0.048037753,0.03475008,0.06754479,1.4752194,-0.42135632,-0.02506584,-0.057339445,-1.0157142,-1.5064079,3.2844799,-0.2576191,-0.48565266,0.7305455,1.9163125
121,-0.9026866,0.033383425,-0.106314555,1.034937,1.511938,-1.7344762,0.120938994,-0.07401355,-0.44365954,-1.8653821,-0.8991353,-0.06847131,-0.31632435,1.8704115,1.7226849
122,2.021776,-0.051117,-0.0340391,0.6063432,1.3410498,-0.5168065,-0.0005169716,-0.06542013,-0.94175124,-1.5815299,0.4984603,-0.34108225,-0.13288218,0.5756881,1.9544623
123,-1.6622428,0.02625551,-0.0043715197,0.07647678,0.7782322,-1.1447842,0.061474524,-0.056777403,-1.3655517,-2.0013328,-1.6974338,1.1336166,-1.1094198,-0.15590939,1.2223006
124,-0.808801,0.021106541,-0.028187053,0.39445424,0.8538524,-0.92658544,0.06107516,-0.042651184,-1.1339983,-1.898035,-1.7597032,-1.0036781,0.29093528,0.42917475,1.8299367
125,-0.43522644,0.11289295,-0.123277254,2.6347253,1.786104,-3.6747572,0.06623022,-0.067904316,-1.8267907,-2.6651354,-0.2922419,1.362453,-0.14194825,2.7772055,2.1360054
126,-2.3364184,-0.0043439665,0.124310434,1.5152692,0.3023386,-0.2970264,-0.07523269,-0.030096537,-2.770646,-2.9170587,-3.8088474,1.488632,-1.5414727,1.2373887,0.38757873
127,0.961628,-0.08961767,-0.033281207,0.29791594,2.7306736,-0.89657927,0.031951673,-0.10898111,-0.03352976,-1.3863531,0.7799587,1.43944,-0.24763964,-0.6225807,2.0984209
128,-2.3037686,-0.040779173,-0.07974675,-1.3778436,2.8798714,-2.032123,0.10687084,-0.19743423,-0.6453433,-1.5154251,-2.9323497,-1.0976193,-0.2881155,-2.751277,2.6978357
129,1.4159462,-0.0706349,-0.004987312,-1.277772,1.7288721,-0.46115148,0.010827739,-0.06355804,-0.6309669,-1.507274,1.8408264,0.2251285,0.7106454,-1.0124246,0.82322675
130,-1.0342021,-0.023858728,0.020613054,3.220883,1.6838453,-0.680012,0.0112185925,-0.08944411,-1.0874742,-1.732168,-1.4433982,1.0505023,0.38530457,2.931731,1.3281437
131,-0.8598172,-0.03445531,-0.024169711,2.9510446,2.1756449,-0.5224632,0.030576965,-0.1048333,-0.66115177,-1.4627919,-0.31350577,-0.2868486,0.43420383,2.8381531,1.6438041
132,-2.4068694,0.016098535,-0.001950881,-0.43222308,0.08623797,-1.5585123,0.043554313,-0.039861098,-1.8292964,-2.510345,-2.3263867,1.0529877,0.5286235,-0.29724696,-0.41941786
133,-0.2655583,-0.06281546,-0.10869013,2.688221,2.8498716,-1.0126815,0.058242902,-0.13001081,-0.17093778,-1.5137439,-0.6758565,-0.13985714,-0.19246787,4.144542,2.3500986
134,-1.449811,-0.012228938,0.02651428,2.7312486,1.4860604,-0.75559545,0.029461754,-0.08200425,-1.0091811,-1.6927689,-1.9462065,0.64629924,0.019897489,2.2165024,1.8890859
